№,Символ,Кільк.,Імовірність,%
674,ДЖЕ,2,0.00017,0.01733
675,ДЗА,1,9.0e-05,0.00866
676,ДИВ,4,0.00035,0.03465
677,ДИЗ,1,9.0e-05,0.00866
678,ДИН,9,0.00078,0.07796
679,ДИО,1,9.0e-05,0.00866
680,ДИП,1,9.0e-05,0.00866
681,ДИС,4,0.00035,0.03465
682,ДИТ,5,0.00043,0.04331
683,ДИЧ,1,9.0e-05,0.00866
684,ДИЯ,1,9.0e-05,0.00866
685,ДКІ,4,0.00035,0.03465
686,ДКА,2,0.00017,0.01733
687,ДКЛ,9,0.00078,0.07796
688,ДКО,8,0.00069,0.0693
689,ДКР,9,0.00078,0.07796
690,ДКУ,1,9.0e-05,0.00866
691,ДЛЯ,34,0.00295,0.29453
692,ДМІ,2,0.00017,0.01733
693,ДМО,1,9.0e-05,0.00866
694,ДНІ,4,0.00035,0.03465
695,ДНА,13,0.00113,0.11261
696,ДНЕ,3,0.00026,0.02599
697,ДНИ,9,0.00078,0.07796
698,ДНО,10,0.00087,0.08663
699,ДОА,1,9.0e-05,0.00866
700,ДОБ,3,0.00026,0.02599
701,ДОВ,15,0.0013,0.12994
702,ДОД,1,9.0e-05,0.00866
703,ДОЗ,5,0.00043,0.04331
704,ДОК,5,0.00043,0.04331
705,ДОМ,20,0.00173,0.17325
706,ДОН,2,0.00017,0.01733
707,ДОО,1,9.0e-05,0.00866
708,ДОП,3,0.00026,0.02599
709,ДОР,2,0.00017,0.01733
710,ДОС,6,0.00052,0.05198
711,ДОФ,1,9.0e-05,0.00866
712,ДОЦ,1,9.0e-05,0.00866
713,ДПЕ,1,9.0e-05,0.00866
714,ДПИ,2,0.00017,0.01733
715,ДПО,7,0.00061,0.06064
716,ДПР,1,9.0e-05,0.00866
717,ДРІ,1,9.0e-05,0.00866
718,ДРА,1,9.0e-05,0.00866
719,ДРТ,1,9.0e-05,0.00866
720,ДРУ,6,0.00052,0.05198
721,ДСВ,1,9.0e-05,0.00866
722,ДСИ,7,0.00061,0.06064
723,ДСТ,3,0.00026,0.02599
724,ДТИ,1,9.0e-05,0.00866
725,ДТР,2,0.00017,0.01733
726,ДУЄ,2,0.00017,0.01733
727,ДУБ,4,0.00035,0.03465
728,ДУВ,2,0.00017,0.01733
729,ДУД,1,9.0e-05,0.00866
730,ДУЛ,1,9.0e-05,0.00866
731,ДУН,1,9.0e-05,0.00866
732,ДУР,1,9.0e-05,0.00866
733,ДУТ,4,0.00035,0.03465
734,ДУЦ,2,0.00017,0.01733
735,ДУЯ,1,9.0e-05,0.00866
736,ДУ№,1,9.0e-05,0.00866
737,ДХИ,1,9.0e-05,0.00866
738,ДХО,1,9.0e-05,0.00866
739,ДЧА,1,9.0e-05,0.00866
740,ДЩО,1,9.0e-05,0.00866
741,ДЬН,1,9.0e-05,0.00866
742,ДЬЯ,3,0.00026,0.02599
743,ДЯТ,1,9.0e-05,0.00866
744,ЕЄК,1,9.0e-05,0.00866
745,ЕЄП,1,9.0e-05,0.00866
746,ЕЄС,2,0.00017,0.01733
747,ЕІД,1,9.0e-05,0.00866
748,ЕІН,2,0.00017,0.01733
749,ЕАБ,1,9.0e-05,0.00866
750,ЕАЛ,1,9.0e-05,0.00866
751,ЕАН,6,0.00052,0.05198
752,ЕБІ,4,0.00035,0.03465
753,ЕБА,3,0.00026,0.02599
754,ЕБИ,1,9.0e-05,0.00866
755,ЕБР,1,9.0e-05,0.00866
756,ЕБУ,5,0.00043,0.04331
757,ЕВІ,18,0.00156,0.15593
758,ЕВА,1,9.0e-05,0.00866
759,ЕВВ,1,9.0e-05,0.00866
760,ЕВЕ,2,0.00017,0.01733
761,ЕВИ,9,0.00078,0.07796
762,ЕВК,1,9.0e-05,0.00866
763,ЕВЛ,1,9.0e-05,0.00866
764,ЕВН,4,0.00035,0.03465
765,ЕВО,1,9.0e-05,0.00866
766,ЕВХ,1,9.0e-05,0.00866
767,ЕГА,1,9.0e-05,0.00866
768,ЕГК,1,9.0e-05,0.00866
769,ЕГЛ,1,9.0e-05,0.00866
770,ЕДА,18,0.00156,0.15593
771,ЕДБ,3,0.00026,0.02599
772,ЕДЕ,29,0.00251,0.25121
773,ЕДЖ,1,9.0e-05,0.00866
774,ЕДО,3,0.00026,0.02599
775,ЕДР,1,9.0e-05,0.00866
776,ЕДС,2,0.00017,0.01733
777,ЕДТ,1,9.0e-05,0.00866
778,ЕДУ,1,9.0e-05,0.00866
779,ЕЖІ,6,0.00052,0.05198
780,ЕЖА,4,0.00035,0.03465
781,ЕЖЕ,6,0.00052,0.05198
782,ЕЖУ,1,9.0e-05,0.00866
783,ЕЗЄ,2,0.00017,0.01733
784,ЕЗА,8,0.00069,0.0693
785,ЕЗВ,1,9.0e-05,0.00866
786,ЕЗД,3,0.00026,0.02599
787,ЕЗК,2,0.00017,0.01733
788,ЕЗЛ,1,9.0e-05,0.00866
789,ЕЗМ,1,9.0e-05,0.00866
790,ЕЗН,4,0.00035,0.03465
791,ЕЗО,1,9.0e-05,0.00866
792,ЕЗП,5,0.00043,0.04331
793,ЕЗТ,1,9.0e-05,0.00866
794,ЕЗУ,2,0.00017,0.01733
795,ЕЙБ,2,0.00017,0.01733
796,ЕЙД,11,0.00095,0.09529
797,ЕЙС,4,0.00035,0.03465
798,ЕЙТ,2,0.00017,0.01733
799,ЕКІ,2,0.00017,0.01733
800,ЕКА,4,0.00035,0.03465
801,ЕКБ,1,9.0e-05,0.00866
802,ЕКО,6,0.00052,0.05198
803,ЕКП,1,9.0e-05,0.00866
804,ЕКС,7,0.00061,0.06064
805,ЕКТ,2,0.00017,0.01733
806,ЕКУ,1,9.0e-05,0.00866
807,ЕЛІ,1,9.0e-05,0.00866
808,ЕЛЕ,2,0.00017,0.01733
809,ЕЛИ,1,9.0e-05,0.00866
810,ЕЛЬ,2,0.00017,0.01733
811,ЕМІ,1,9.0e-05,0.00866
812,ЕМА,3,0.00026,0.02599
813,ЕМЕ,3,0.00026,0.02599
814,ЕМИ,4,0.00035,0.03465
815,ЕМК,1,9.0e-05,0.00866
816,ЕМН,1,9.0e-05,0.00866
817,ЕМО,2,0.00017,0.01733
818,ЕМУ,2,0.00017,0.01733
819,ЕМЧ,1,9.0e-05,0.00866
820,ЕНІ,7,0.00061,0.06064
821,ЕНА,11,0.00095,0.09529
822,ЕНБ,4,0.00035,0.03465
823,ЕНВ,5,0.00043,0.04331
824,ЕНД,4,0.00035,0.03465
825,ЕНЕ,2,0.00017,0.01733
826,ЕНЗ,2,0.00017,0.01733
827,ЕНИ,31,0.00269,0.26854
828,ЕНЙ,1,9.0e-05,0.00866
829,ЕНН,63,0.00546,0.54574
830,ЕНО,24,0.00208,0.2079
831,ЕНП,3,0.00026,0.02599
832,ЕНР,2,0.00017,0.01733
833,ЕНТ,24,0.00208,0.2079
834,ЕНУ,1,9.0e-05,0.00866
835,ЕНШ,2,0.00017,0.01733
836,ЕНЬ,7,0.00061,0.06064
837,ЕОБ,1,9.0e-05,0.00866
838,ЕОД,1,9.0e-05,0.00866
839,ЕОТ,1,9.0e-05,0.00866
840,ЕПІ,1,9.0e-05,0.00866
841,ЕПЕ,9,0.00078,0.07796
842,ЕПЛ,1,9.0e-05,0.00866
843,ЕПО,15,0.0013,0.12994
844,ЕПР,5,0.00043,0.04331
845,ЕРІ,1,9.0e-05,0.00866
846,ЕРА,32,0.00277,0.2772
847,ЕРБ,2,0.00017,0.01733
848,ЕРВ,5,0.00043,0.04331
849,ЕРГ,1,9.0e-05,0.00866
850,ЕРД,1,9.0e-05,0.00866
851,ЕРЕ,72,0.00624,0.6237
852,ЕРЖ,1,9.0e-05,0.00866
853,ЕРЗ,1,9.0e-05,0.00866
854,ЕРИ,6,0.00052,0.05198
855,ЕРК,1,9.0e-05,0.00866
856,ЕРЛ,1,9.0e-05,0.00866
857,ЕРМ,14,0.00121,0.12128
858,ЕРН,3,0.00026,0.02599
859,ЕРО,4,0.00035,0.03465
860,ЕРП,3,0.00026,0.02599
861,ЕРС,1,9.0e-05,0.00866
862,ЕРТ,6,0.00052,0.05198
863,ЕРУ,3,0.00026,0.02599
864,ЕРФ,11,0.00095,0.09529
865,ЕРШ,7,0.00061,0.06064
866,ЕРЯ,3,0.00026,0.02599
867,ЕР№,2,0.00017,0.01733
868,ЕСІ,1,9.0e-05,0.00866
869,ЕСБ,1,9.0e-05,0.00866
870,ЕСИ,1,9.0e-05,0.00866
871,ЕСК,4,0.00035,0.03465
872,ЕСП,1,9.0e-05,0.00866
873,ЕСТ,3,0.00026,0.02599
874,ЕСУ,1,9.0e-05,0.00866
875,ЕТА,5,0.00043,0.04331
876,ЕТВ,2,0.00017,0.01733
877,ЕТЕ,2,0.00017,0.01733
878,ЕТЗ,1,9.0e-05,0.00866
879,ЕТИ,1,9.0e-05,0.00866
880,ЕТК,8,0.00069,0.0693
881,ЕТН,8,0.00069,0.0693
882,ЕТО,1,9.0e-05,0.00866
883,ЕТЬ,10,0.00087,0.08663
884,ЕУВ,1,9.0e-05,0.00866
885,ЕФЕ,2,0.00017,0.01733
886,ЕХА,1,9.0e-05,0.00866
887,ЕЦІ,1,9.0e-05,0.00866
888,ЕЦЬ,2,0.00017,0.01733
889,ЕЧЕ,2,0.00017,0.01733
890,ЕЧИ,2,0.00017,0.01733
891,ЕШТ,1,9.0e-05,0.00866
892,ЕЩО,4,0.00035,0.03465
893,ЕЯК,2,0.00017,0.01733
894,ЖІВ,1,9.0e-05,0.00866
895,ЖІМ,1,9.0e-05,0.00866
896,ЖІО,1,9.0e-05,0.00866
897,ЖІП,1,9.0e-05,0.00866
898,ЖІТ,1,9.0e-05,0.00866
899,ЖІЦ,1,9.0e-05,0.00866
900,ЖАЄ,1,9.0e-05,0.00866
901,ЖАП,2,0.00017,0.01733
902,ЖАТ,1,9.0e-05,0.00866
903,ЖАХ,1,9.0e-05,0.00866
904,ЖАЧ,1,9.0e-05,0.00866
905,ЖАЮ,1,9.0e-05,0.00866
906,ЖБИ,1,9.0e-05,0.00866
907,ЖБО,1,9.0e-05,0.00866
908,ЖВИ,1,9.0e-05,0.00866
909,ЖВК,1,9.0e-05,0.00866
910,ЖДИ,2,0.00017,0.01733
911,ЖЕВ,6,0.00052,0.05198
912,ЖЕЗ,2,0.00017,0.01733
913,ЖЕЛ,1,9.0e-05,0.00866
914,ЖЕМ,1,9.0e-05,0.00866
915,ЖЕН,10,0.00087,0.08663
916,ЖЕП,5,0.00043,0.04331
917,ЖЕТ,1,9.0e-05,0.00866
918,ЖИН,4,0.00035,0.03465
919,ЖЛИ,3,0.00026,0.02599
920,ЖНА,1,9.0e-05,0.00866
921,ЖНО,6,0.00052,0.05198
922,ЖОД,1,9.0e-05,0.00866
923,ЖПІ,1,9.0e-05,0.00866
924,ЖРО,1,9.0e-05,0.00866
925,ЖТА,1,9.0e-05,0.00866
926,ЖТЕ,2,0.00017,0.01733
927,ЖУВ,1,9.0e-05,0.00866
928,ЖУТ,2,0.00017,0.01733
929,ЖУЦ,1,9.0e-05,0.00866
930,ЖУЮ,1,9.0e-05,0.00866
931,ЖЧЕ,1,9.0e-05,0.00866
932,ЗЄД,4,0.00035,0.03465
933,ЗЄМ,1,9.0e-05,0.00866
934,ЗІН,2,0.00017,0.01733
935,ЗІЦ,1,9.0e-05,0.00866
936,ЗАБ,4,0.00035,0.03465
937,ЗАВ,27,0.00234,0.23389
938,ЗАГ,1,9.0e-05,0.00866
939,ЗАД,2,0.00017,0.01733
940,ЗАЗ,4,0.00035,0.03465
941,ЗАЙ,1,9.0e-05,0.00866
942,ЗАК,16,0.00139,0.1386
943,ЗАМ,1,9.0e-05,0.00866
944,ЗАП,17,0.00147,0.14726
945,ЗАУ,2,0.00017,0.01733
946,ЗАЦ,2,0.00017,0.01733
947,ЗАЯ,1,9.0e-05,0.00866
948,ЗБІ,1,9.0e-05,0.00866
949,ЗБО,1,9.0e-05,0.00866
950,ЗВІ,2,0.00017,0.01733
951,ЗВА,3,0.00026,0.02599
952,ЗВЕ,1,9.0e-05,0.00866
953,ЗВИ,4,0.00035,0.03465
954,ЗВО,5,0.00043,0.04331
955,ЗВУ,1,9.0e-05,0.00866
956,ЗВЯ,3,0.00026,0.02599
957,ЗДІ,5,0.00043,0.04331
958,ЗДА,5,0.00043,0.04331
959,ЗДЕ,1,9.0e-05,0.00866
960,ЗДО,1,9.0e-05,0.00866
961,ЗДУ,1,9.0e-05,0.00866
962,ЗЕР,1,9.0e-05,0.00866
963,ЗЕТ,7,0.00061,0.06064
964,ЗЗА,1,9.0e-05,0.00866
965,ЗЗЯ,1,9.0e-05,0.00866
966,ЗИВ,2,0.00017,0.01733
967,ЗИЧ,1,9.0e-05,0.00866
968,ЗКА,2,0.00017,0.01733
969,ЗКО,3,0.00026,0.02599
970,ЗКР,1,9.0e-05,0.00866
971,ЗКУ,2,0.00017,0.01733
972,ЗЛА,1,9.0e-05,0.00866
973,ЗЛИ,1,9.0e-05,0.00866
974,ЗМІ,2,0.00017,0.01733
975,ЗМЕ,1,9.0e-05,0.00866
976,ЗМЗ,1,9.0e-05,0.00866
977,ЗМО,3,0.00026,0.02599
978,ЗМП,1,9.0e-05,0.00866
979,ЗМУ,1,9.0e-05,0.00866
980,ЗНІ,2,0.00017,0.01733
981,ЗНА,22,0.00191,0.19058
982,ЗНО,3,0.00026,0.02599
983,ЗОК,1,9.0e-05,0.00866
984,ЗОМ,1,9.0e-05,0.00866
985,ЗОП,1,9.0e-05,0.00866
986,ЗОР,1,9.0e-05,0.00866
987,ЗПІ,1,9.0e-05,0.00866
988,ЗПЕ,4,0.00035,0.03465
989,ЗПО,7,0.00061,0.06064
990,ЗПР,2,0.00017,0.01733
991,ЗРО,1,9.0e-05,0.00866
992,ЗРЯ,3,0.00026,0.02599
993,ЗСА,1,9.0e-05,0.00866
994,ЗСИ,1,9.0e-05,0.00866
995,ЗТА,1,9.0e-05,0.00866
996,ЗУЄ,1,9.0e-05,0.00866
997,ЗУВ,4,0.00035,0.03465
998,ЗУЛ,2,0.00017,0.01733
999,ЗУП,2,0.00017,0.01733
1000,ЗЦЕ,1,9.0e-05,0.00866
1001,ЗЦИ,1,9.0e-05,0.00866
1002,ЗЦЬ,1,9.0e-05,0.00866
1003,ЗЧИ,6,0.00052,0.05198
1004,ЗШЕ,1,9.0e-05,0.00866
1005,ЗШИ,2,0.00017,0.01733
1006,ЗЬК,1,9.0e-05,0.00866
1007,ЗЯК,1,9.0e-05,0.00866
1008,ИЄЗ,1,9.0e-05,0.00866
1009,ИЄТ,1,9.0e-05,0.00866
1010,ИІБ,1,9.0e-05,0.00866
1011,ИІМ,2,0.00017,0.01733
1012,ИІП,1,9.0e-05,0.00866
1013,ИІЦ,1,9.0e-05,0.00866
1014,ИАБ,2,0.00017,0.01733
1015,ИАП,1,9.0e-05,0.00866
1016,ИБА,2,0.00017,0.01733
1017,ИБЕ,1,9.0e-05,0.00866
1018,ИБЛ,1,9.0e-05,0.00866
1019,ИБО,1,9.0e-05,0.00866
1020,ИБУ,3,0.00026,0.02599
1021,ИВІ,13,0.00113,0.11261
1022,ИВА,14,0.00121,0.12128
1023,ИВВ,2,0.00017,0.01733
1024,ИВЕ,12,0.00104,0.10395
1025,ИВИ,10,0.00087,0.08663
1026,ИВН,3,0.00026,0.02599
1027,ИВО,4,0.00035,0.03465
1028,ИВР,4,0.00035,0.03465
1029,ИВХ,2,0.00017,0.01733
1030,ИВШ,1,9.0e-05,0.00866
1031,ИГН,3,0.00026,0.02599
1032,ИДІ,7,0.00061,0.06064
1033,ИДА,5,0.00043,0.04331
1034,ИДЕ,1,9.0e-05,0.00866
1035,ИДИ,1,9.0e-05,0.00866
1036,ИДК,2,0.00017,0.01733
1037,ИДЛ,3,0.00026,0.02599
1038,ИДО,4,0.00035,0.03465
1039,ИЖЧ,1,9.0e-05,0.00866
1040,ИЗЄ,1,9.0e-05,0.00866
1041,ИЗІ,1,9.0e-05,0.00866
1042,ИЗА,7,0.00061,0.06064
1043,ИЗМ,1,9.0e-05,0.00866
1044,ИЗН,11,0.00095,0.09529
1045,ИЗП,1,9.0e-05,0.00866
1046,ИЗЦ,1,9.0e-05,0.00866
1047,ИЗЬ,1,9.0e-05,0.00866
1048,ИЙІ,5,0.00043,0.04331
1049,ИЙБ,4,0.00035,0.03465
1050,ИЙВ,3,0.00026,0.02599
1051,ИЙД,5,0.00043,0.04331
1052,ИЙЗ,5,0.00043,0.04331
1053,ИЙК,6,0.00052,0.05198
1054,ИЙЛ,1,9.0e-05,0.00866
1055,ИЙМ,4,0.00035,0.03465
1056,ИЙН,7,0.00061,0.06064
1057,ИЙО,4,0.00035,0.03465
1058,ИЙП,11,0.00095,0.09529
1059,ИЙР,4,0.00035,0.03465
1060,ИЙС,18,0.00156,0.15593
1061,ИЙТ,15,0.0013,0.12994
1062,ИЙФ,4,0.00035,0.03465
1063,ИЙХ,2,0.00017,0.01733
1064,ИЙШ,1,9.0e-05,0.00866
1065,ИЙЯ,1,9.0e-05,0.00866
1066,ИКА,5,0.00043,0.04331
1067,ИКЛ,1,9.0e-05,0.00866
1068,ИКН,2,0.00017,0.01733
1069,ИКО,20,0.00173,0.17325
1070,ИКР,1,9.0e-05,0.00866
1071,ИКУ,1,9.0e-05,0.00866
1072,ИЛА,8,0.00069,0.0693
1073,ИЛЕ,1,9.0e-05,0.00866
1074,ИЛК,4,0.00035,0.03465
1075,ИЛО,2,0.00017,0.01733
1076,ИЛЬ,1,9.0e-05,0.00866
1077,ИМІ,3,0.00026,0.02599
1078,ИМА,6,0.00052,0.05198
1079,ИМВ,5,0.00043,0.04331
1080,ИМЕ,6,0.00052,0.05198
1081,ИМИ,1,9.0e-05,0.00866
1082,ИМК,3,0.00026,0.02599
1083,ИММ,1,9.0e-05,0.00866
1084,ИМО,2,0.00017,0.01733
1085,ИМП,1,9.0e-05,0.00866
1086,ИМР,1,9.0e-05,0.00866
1087,ИМС,3,0.00026,0.02599
1088,ИМУ,2,0.00017,0.01733
1089,ИМЧ,2,0.00017,0.01733
1090,ИМЩ,2,0.00017,0.01733
1091,ИМЯ,2,0.00017,0.01733
1092,ИНІ,1,9.0e-05,0.00866
1093,ИНА,11,0.00095,0.09529
1094,ИНБ,1,9.0e-05,0.00866
1095,ИНВ,1,9.0e-05,0.00866
1096,ИНЕ,17,0.00147,0.14726
1097,ИНЗ,1,9.0e-05,0.00866
1098,ИНИ,9,0.00078,0.07796
1099,ИНК,1,9.0e-05,0.00866
1100,ИНН,2,0.00017,0.01733
1101,ИНО,5,0.00043,0.04331
1102,ИНТ,12,0.00104,0.10395
1103,ИНУ,1,9.0e-05,0.00866
1104,ИНХ,1,9.0e-05,0.00866
1105,ИОБ,2,0.00017,0.01733
1106,ИОС,1,9.0e-05,0.00866
1107,ИПІ,3,0.00026,0.02599
1108,ИПА,3,0.00026,0.02599
1109,ИПЕ,3,0.00026,0.02599
1110,ИПИ,2,0.00017,0.01733
1111,ИПО,10,0.00087,0.08663
1112,ИПП,3,0.00026,0.02599
1113,ИПР,4,0.00035,0.03465
1114,ИПУ,5,0.00043,0.04331
1115,ИРІ,3,0.00026,0.02599
1116,ИРЕ,2,0.00017,0.01733
1117,ИРИ,1,9.0e-05,0.00866
1118,ИРО,2,0.00017,0.01733
1119,ИРЯ,1,9.0e-05,0.00866
1120,ИСІ,1,9.0e-05,0.00866
1121,ИСА,3,0.00026,0.02599
1122,ИСВ,1,9.0e-05,0.00866
1123,ИСД,1,9.0e-05,0.00866
1124,ИСЕ,1,9.0e-05,0.00866
1125,ИСЗ,1,9.0e-05,0.00866
1126,ИСК,3,0.00026,0.02599
1127,ИСЛ,4,0.00035,0.03465
1128,ИСН,5,0.00043,0.04331
1129,ИСТ,56,0.00485,0.4851
1130,ИСУ,6,0.00052,0.05198
1131,ИСЬ,1,9.0e-05,0.00866
1132,ИСЯ,4,0.00035,0.03465
1133,ИТІ,2,0.00017,0.01733
1134,ИТА,9,0.00078,0.07796
1135,ИТЕ,1,9.0e-05,0.00866
1136,ИТИ,18,0.00156,0.15593
1137,ИТН,1,9.0e-05,0.00866
1138,ИТО,6,0.00052,0.05198
1139,ИТТ,4,0.00035,0.03465
1140,ИТУ,7,0.00061,0.06064
1141,ИТЬ,12,0.00104,0.10395
1142,ИУЗ,1,9.0e-05,0.00866
1143,ИФІ,7,0.00061,0.06064
1144,ИХІ,16,0.00139,0.1386
1145,ИХВ,3,0.00026,0.02599
1146,ИХД,1,9.0e-05,0.00866
1147,ИХЗ,2,0.00017,0.01733
1148,ИХК,5,0.00043,0.04331
1149,ИХП,5,0.00043,0.04331
1150,ИХХ,2,0.00017,0.01733
1151,ИХЧ,1,9.0e-05,0.00866
1152,ИЦІ,1,9.0e-05,0.00866
1153,ИЦЕ,6,0.00052,0.05198
1154,ИЦЬ,2,0.00017,0.01733
1155,ИЧА,3,0.00026,0.02599
1156,ИЧЕ,1,9.0e-05,0.00866
1157,ИЧН,3,0.00026,0.02599
1158,ИША,1,9.0e-05,0.00866
1159,ИШЕ,2,0.00017,0.01733
1160,ИЩЕ,1,9.0e-05,0.00866
1161,ИЩО,3,0.00026,0.02599
1162,ИЩУ,1,9.0e-05,0.00866
1163,ИЮТ,1,9.0e-05,0.00866
1164,ИЯВ,2,0.00017,0.01733
1165,ИЯК,7,0.00061,0.06064
1166,ЙЄО,1,9.0e-05,0.00866
1167,ЙІЗ,1,9.0e-05,0.00866
1168,ЙІМ,2,0.00017,0.01733
1169,ЙІН,1,9.0e-05,0.00866
1170,ЙІС,1,9.0e-05,0.00866
1171,ЙАС,1,9.0e-05,0.00866
1172,ЙБА,3,0.00026,0.02599
1173,ЙБЛ,2,0.00017,0.01733
1174,ЙБР,1,9.0e-05,0.00866
1175,ЙБУ,2,0.00017,0.01733
1176,ЙВІ,1,9.0e-05,0.00866
1177,ЙВИ,2,0.00017,0.01733
1178,ЙВО,1,9.0e-05,0.00866
1179,ЙДА,1,9.0e-05,0.00866
1180,ЙДВ,2,0.00017,0.01733
1181,ЙДЕ,13,0.00113,0.11261
1182,ЙДЛ,3,0.00026,0.02599
1183,ЙДО,1,9.0e-05,0.00866
1184,ЙДУ,1,9.0e-05,0.00866
1185,ЙЗА,3,0.00026,0.02599
1186,ЙЗЧ,2,0.00017,0.01733
1187,ЙКА,4,0.00035,0.03465
1188,ЙКО,4,0.00035,0.03465
1189,ЙЛІ,1,9.0e-05,0.00866
1190,ЙЛД,1,9.0e-05,0.00866
1191,ЙЛО,1,9.0e-05,0.00866
1192,ЙЛУ,1,9.0e-05,0.00866
1193,ЙМІ,1,9.0e-05,0.00866
1194,ЙМА,4,0.00035,0.03465
1195,ЙМЕ,3,0.00026,0.02599
1196,ЙМН,1,9.0e-05,0.00866
1197,ЙМО,2,0.00017,0.01733
1198,ЙНІ,2,0.00017,0.01733
1199,ЙНА,5,0.00043,0.04331
1200,ЙНЕ,1,9.0e-05,0.00866
1201,ЙНИ,4,0.00035,0.03465
1202,ЙНО,6,0.00052,0.05198
1203,ЙНУ,1,9.0e-05,0.00866
1204,ЙОБ,1,9.0e-05,0.00866
1205,ЙОВ,2,0.00017,0.01733
1206,ЙОГ,4,0.00035,0.03465
1207,ЙОД,1,9.0e-05,0.00866
1208,ЙПЕ,1,9.0e-05,0.00866
1209,ЙПО,1,9.0e-05,0.00866
1210,ЙПР,8,0.00069,0.0693
1211,ЙПУ,1,9.0e-05,0.00866
1212,ЙРЕ,2,0.00017,0.01733
1213,ЙРЯ,2,0.00017,0.01733
1214,ЙСА,17,0.00147,0.14726
1215,ЙСИ,2,0.00017,0.01733
1216,ЙСК,1,9.0e-05,0.00866
1217,ЙСМ,1,9.0e-05,0.00866
1218,ЙСН,4,0.00035,0.03465
1219,ЙСО,1,9.0e-05,0.00866
1220,ЙСУ,1,9.0e-05,0.00866
1221,ЙТІ,6,0.00052,0.05198
1222,ЙТА,3,0.00026,0.02599
1223,ЙТБ,3,0.00026,0.02599
1224,ЙТВ,2,0.00017,0.01733
1225,ЙТГ,1,9.0e-05,0.00866
1226,ЙТД,1,9.0e-05,0.00866
1227,ЙТЕ,11,0.00095,0.09529
1228,ЙТЗ,2,0.00017,0.01733
1229,ЙТИ,6,0.00052,0.05198
1230,ЙТМ,3,0.00026,0.02599
1231,ЙТН,1,9.0e-05,0.00866
1232,ЙТО,7,0.00061,0.06064
1233,ЙТП,10,0.00087,0.08663
1234,ЙТТ,2,0.00017,0.01733
1235,ЙТУ,10,0.00087,0.08663
1236,ЙФІ,1,9.0e-05,0.00866
1237,ЙФА,1,9.0e-05,0.00866
1238,ЙФО,2,0.00017,0.01733
1239,ЙХО,2,0.00017,0.01733
1240,ЙЦЕ,1,9.0e-05,0.00866
1241,ЙША,1,9.0e-05,0.00866
1242,ЙЯК,1,9.0e-05,0.00866
1243,КЄО,1,9.0e-05,0.00866
1244,КІБ,1,9.0e-05,0.00866
1245,КІВ,7,0.00061,0.06064
1246,КІГ,1,9.0e-05,0.00866
1247,КІД,1,9.0e-05,0.00866
1248,КІЗ,3,0.00026,0.02599
1249,КІК,1,9.0e-05,0.00866
1250,КІЛ,7,0.00061,0.06064
1251,КІН,5,0.00043,0.04331
1252,КІП,1,9.0e-05,0.00866
1253,КІС,2,0.00017,0.01733
1254,КІЯ,1,9.0e-05,0.00866
1255,КА,1,9.0e-05,0.00866
1256,КАЄ,4,0.00035,0.03465
1257,КАА,1,9.0e-05,0.00866
1258,КАБ,1,9.0e-05,0.00866
1259,КАВ,1,9.0e-05,0.00866
1260,КАД,1,9.0e-05,0.00866
1261,КАЖ,1,9.0e-05,0.00866
1262,КАК,4,0.00035,0.03465
1263,КАН,45,0.0039,0.38981
1264,КАО,1,9.0e-05,0.00866
1265,КАП,13,0.00113,0.11261
1266,КАР,11,0.00095,0.09529
1267,КАС,2,0.00017,0.01733
1268,КАТ,11,0.00095,0.09529
1269,КАУ,1,9.0e-05,0.00866
1270,КАХ,1,9.0e-05,0.00866
1271,КАЦ,2,0.00017,0.01733
1272,КАШ,1,9.0e-05,0.00866
1273,КАЩ,1,9.0e-05,0.00866
1274,КАЮ,2,0.00017,0.01733
1275,КАЯ,1,9.0e-05,0.00866
1276,КА№,1,9.0e-05,0.00866
1277,КБЛ,3,0.00026,0.02599
1278,КБУ,1,9.0e-05,0.00866
1279,КВИ,3,0.00026,0.02599
1280,КВХ,1,9.0e-05,0.00866
1281,КДЛ,1,9.0e-05,0.00866
1282,КДО,1,9.0e-05,0.00866
1283,КЕІ,1,9.0e-05,0.00866
1284,КЕЗ,1,9.0e-05,0.00866
1285,КЕР,3,0.00026,0.02599
1286,КЕС,1,9.0e-05,0.00866
1287,КЕТ,9,0.00078,0.07796
1288,КЗА,3,0.00026,0.02599
1289,КИІ,1,9.0e-05,0.00866
1290,КИА,1,9.0e-05,0.00866
1291,КИВ,2,0.00017,0.01733
1292,КИД,1,9.0e-05,0.00866
1293,КИЗ,2,0.00017,0.01733
1294,КИЙ,6,0.00052,0.05198
1295,КИК,3,0.00026,0.02599
1296,КИМ,5,0.00043,0.04331
1297,КИН,1,9.0e-05,0.00866
1298,КИО,1,9.0e-05,0.00866
1299,КИП,3,0.00026,0.02599
1300,КИТ,4,0.00035,0.03465
1301,КИХ,1,9.0e-05,0.00866
1302,КИЦ,3,0.00026,0.02599
1303,КИЯ,2,0.00017,0.01733
1304,ККІ,1,9.0e-05,0.00866
1305,ККА,2,0.00017,0.01733
1306,КЛА,3,0.00026,0.02599
1307,КЛИ,2,0.00017,0.01733
1308,КЛЮ,9,0.00078,0.07796
1309,КМІ,2,0.00017,0.01733
1310,КМА,1,9.0e-05,0.00866
1311,КМЕ,1,9.0e-05,0.00866
1312,КМИ,2,0.00017,0.01733
1313,КНІ,1,9.0e-05,0.00866
