№,Символ,Кільк.,Імовірність,%
1750,ДМА,2,4.0e-05,0.00397
1751,ДМЕ,3,6.0e-05,0.00596
1752,ДМО,3,6.0e-05,0.00596
1753,ДМУ,1,2.0e-05,0.00199
1754,ДНЄ,1,2.0e-05,0.00199
1755,ДНІ,35,0.0007,0.06951
1756,ДНА,19,0.00038,0.03773
1757,ДНЕ,11,0.00022,0.02185
1758,ДНИ,19,0.00038,0.03773
1759,ДНО,38,0.00075,0.07547
1760,ДНУ,6,0.00012,0.01192
1761,ДНЬ,2,4.0e-05,0.00397
1762,ДНЮ,1,2.0e-05,0.00199
1763,ДНЯ,6,0.00012,0.01192
1764,ДОЄ,1,2.0e-05,0.00199
1765,ДОБ,35,0.0007,0.06951
1766,ДОВ,54,0.00107,0.10724
1767,ДОГ,7,0.00014,0.0139
1768,ДОД,15,0.0003,0.02979
1769,ДОЕ,1,2.0e-05,0.00199
1770,ДОЖ,6,0.00012,0.01192
1771,ДОЗ,7,0.00014,0.0139
1772,ДОЙ,1,2.0e-05,0.00199
1773,ДОК,21,0.00042,0.0417
1774,ДОЛ,17,0.00034,0.03376
1775,ДОМ,41,0.00081,0.08142
1776,ДОН,12,0.00024,0.02383
1777,ДОО,2,4.0e-05,0.00397
1778,ДОП,14,0.00028,0.0278
1779,ДОР,34,0.00068,0.06752
1780,ДОС,24,0.00048,0.04766
1781,ДОТ,11,0.00022,0.02185
1782,ДОФ,1,2.0e-05,0.00199
1783,ДОХ,6,0.00012,0.01192
1784,ДОЦ,4,8.0e-05,0.00794
1785,ДОЧ,3,6.0e-05,0.00596
1786,ДОШ,2,4.0e-05,0.00397
1787,ДОЩ,1,2.0e-05,0.00199
1788,ДОЮ,1,2.0e-05,0.00199
1789,ДОЯ,3,6.0e-05,0.00596
1790,ДПИ,5,0.0001,0.00993
1791,ДПЛ,1,2.0e-05,0.00199
1792,ДПО,17,0.00034,0.03376
1793,ДПР,2,4.0e-05,0.00397
1794,ДПУ,2,4.0e-05,0.00397
1795,ДРІ,3,6.0e-05,0.00596
1796,ДРА,19,0.00038,0.03773
1797,ДРЕ,1,2.0e-05,0.00199
1798,ДРИ,2,4.0e-05,0.00397
1799,ДРО,6,0.00012,0.01192
1800,ДРУ,9,0.00018,0.01787
1801,ДСА,3,6.0e-05,0.00596
1802,ДСЕ,1,2.0e-05,0.00199
1803,ДСИ,3,6.0e-05,0.00596
1804,ДСК,2,4.0e-05,0.00397
1805,ДСЛ,1,2.0e-05,0.00199
1806,ДСО,1,2.0e-05,0.00199
1807,ДСП,1,2.0e-05,0.00199
1808,ДСТ,15,0.0003,0.02979
1809,ДСЬ,7,0.00014,0.0139
1810,ДТА,1,2.0e-05,0.00199
1811,ДТВ,2,4.0e-05,0.00397
1812,ДТИ,1,2.0e-05,0.00199
1813,ДТО,10,0.0002,0.01986
1814,ДТР,4,8.0e-05,0.00794
1815,ДТЮ,1,2.0e-05,0.00199
1816,ДТЯ,1,2.0e-05,0.00199
1817,ДУЄ,1,2.0e-05,0.00199
1818,ДУІ,3,6.0e-05,0.00596
1819,ДУБ,5,0.0001,0.00993
1820,ДУВ,7,0.00014,0.0139
1821,ДУГ,1,2.0e-05,0.00199
1822,ДУД,2,4.0e-05,0.00397
1823,ДУЖ,36,0.00071,0.07149
1824,ДУЗ,1,2.0e-05,0.00199
1825,ДУЙ,3,6.0e-05,0.00596
1826,ДУК,1,2.0e-05,0.00199
1827,ДУЛ,4,8.0e-05,0.00794
1828,ДУМ,36,0.00071,0.07149
1829,ДУН,4,8.0e-05,0.00794
1830,ДУП,2,4.0e-05,0.00397
1831,ДУР,5,0.0001,0.00993
1832,ДУС,11,0.00022,0.02185
1833,ДУТ,9,0.00018,0.01787
1834,ДУХ,1,2.0e-05,0.00199
1835,ДУЦ,1,2.0e-05,0.00199
1836,ДУЧ,2,4.0e-05,0.00397
1837,ДУШ,1,2.0e-05,0.00199
1838,ДУЯ,3,6.0e-05,0.00596
1839,ДФО,1,2.0e-05,0.00199
1840,ДХИ,2,4.0e-05,0.00397
1841,ДХО,1,2.0e-05,0.00199
1842,ДЦЕ,1,2.0e-05,0.00199
1843,ДЦИ,2,4.0e-05,0.00397
1844,ДЦЬ,5,0.0001,0.00993
1845,ДЦЯ,16,0.00032,0.03178
1846,ДЧА,2,4.0e-05,0.00397
1847,ДЧЕ,1,2.0e-05,0.00199
1848,ДЧИ,7,0.00014,0.0139
1849,ДЧУ,6,0.00012,0.01192
1850,ДШЕ,3,6.0e-05,0.00596
1851,ДШП,1,2.0e-05,0.00199
1852,ДШУ,1,2.0e-05,0.00199
1853,ДЩО,1,2.0e-05,0.00199
1854,ДЬГ,1,2.0e-05,0.00199
1855,ДЬЗ,2,4.0e-05,0.00397
1856,ДЬК,1,2.0e-05,0.00199
1857,ДЬЛ,2,4.0e-05,0.00397
1858,ДЬП,1,2.0e-05,0.00199
1859,ДЬТ,1,2.0e-05,0.00199
1860,ДЬЩ,1,2.0e-05,0.00199
1861,ДЬЯ,3,6.0e-05,0.00596
1862,ДЮЙ,3,6.0e-05,0.00596
1863,ДЯВ,2,4.0e-05,0.00397
1864,ДЯК,2,4.0e-05,0.00397
1865,ДЯС,2,4.0e-05,0.00397
1866,ДЯХ,1,2.0e-05,0.00199
1867,ДЯЧ,6,0.00012,0.01192
1868,ДЯЯ,1,2.0e-05,0.00199
1869,ЕЄВ,1,2.0e-05,0.00199
1870,ЕЄД,1,2.0e-05,0.00199
1871,ЕЄС,1,2.0e-05,0.00199
1872,ЕІЄ,1,2.0e-05,0.00199
1873,ЕІВ,2,4.0e-05,0.00397
1874,ЕІЗ,1,2.0e-05,0.00199
1875,ЕІМ,1,2.0e-05,0.00199
1876,ЕІО,1,2.0e-05,0.00199
1877,ЕІС,1,2.0e-05,0.00199
1878,ЕІТ,3,6.0e-05,0.00596
1879,ЕІЯ,1,2.0e-05,0.00199
1880,ЕЇЗ,1,2.0e-05,0.00199
1881,ЕЇЙ,1,2.0e-05,0.00199
1882,ЕЇМ,1,2.0e-05,0.00199
1883,ЕАБ,2,4.0e-05,0.00397
1884,ЕАГ,1,2.0e-05,0.00199
1885,ЕАЖ,3,6.0e-05,0.00596
1886,ЕАЛ,7,0.00014,0.0139
1887,ЕАН,7,0.00014,0.0139
1888,ЕАТ,1,2.0e-05,0.00199
1889,ЕАЦ,2,4.0e-05,0.00397
1890,ЕАЧ,1,2.0e-05,0.00199
1891,ЕАЯ,1,2.0e-05,0.00199
1892,ЕБІ,6,0.00012,0.01192
1893,ЕБА,24,0.00048,0.04766
1894,ЕБВ,1,2.0e-05,0.00199
1895,ЕБЕ,10,0.0002,0.01986
1896,ЕБИ,1,2.0e-05,0.00199
1897,ЕБЛ,2,4.0e-05,0.00397
1898,ЕБН,1,2.0e-05,0.00199
1899,ЕБО,8,0.00016,0.01589
1900,ЕБП,1,2.0e-05,0.00199
1901,ЕБР,8,0.00016,0.01589
1902,ЕБТ,6,0.00012,0.01192
1903,ЕБУ,29,0.00058,0.05759
1904,ЕВІ,30,0.0006,0.05958
1905,ЕВА,29,0.00058,0.05759
1906,ЕВВ,3,6.0e-05,0.00596
1907,ЕВГ,1,2.0e-05,0.00199
1908,ЕВД,4,8.0e-05,0.00794
1909,ЕВЕ,16,0.00032,0.03178
1910,ЕВЖ,9,0.00018,0.01787
1911,ЕВЗ,4,8.0e-05,0.00794
1912,ЕВИ,31,0.00062,0.06156
1913,ЕВК,3,6.0e-05,0.00596
1914,ЕВЛ,1,2.0e-05,0.00199
1915,ЕВМ,3,6.0e-05,0.00596
1916,ЕВН,24,0.00048,0.04766
1917,ЕВО,17,0.00034,0.03376
1918,ЕВП,6,0.00012,0.01192
1919,ЕВР,4,8.0e-05,0.00794
1920,ЕВС,9,0.00018,0.01787
1921,ЕВТ,7,0.00014,0.0139
1922,ЕВУ,2,4.0e-05,0.00397
1923,ЕВХ,1,2.0e-05,0.00199
1924,ЕВЧ,1,2.0e-05,0.00199
1925,ЕВЯ,6,0.00012,0.01192
1926,ЕГА,6,0.00012,0.01192
1927,ЕГЕ,8,0.00016,0.01589
1928,ЕГК,5,0.0001,0.00993
1929,ЕГЛ,6,0.00012,0.01192
1930,ЕГМ,1,2.0e-05,0.00199
1931,ЕГО,10,0.0002,0.01986
1932,ЕГР,98,0.00195,0.19462
1933,ЕГТ,1,2.0e-05,0.00199
1934,ЕГУ,2,4.0e-05,0.00397
1935,ЕГШ,1,2.0e-05,0.00199
1936,ЕДІ,7,0.00014,0.0139
1937,ЕДА,7,0.00014,0.0139
1938,ЕДБ,1,2.0e-05,0.00199
1939,ЕДВ,7,0.00014,0.0139
1940,ЕДГ,1,2.0e-05,0.00199
1941,ЕДД,2,4.0e-05,0.00397
1942,ЕДЕ,25,0.0005,0.04965
1943,ЕДЖ,3,6.0e-05,0.00596
1944,ЕДЗ,3,6.0e-05,0.00596
1945,ЕДИ,5,0.0001,0.00993
1946,ЕДК,1,2.0e-05,0.00199
1947,ЕДЛ,1,2.0e-05,0.00199
1948,ЕДМ,1,2.0e-05,0.00199
1949,ЕДН,9,0.00018,0.01787
1950,ЕДО,25,0.0005,0.04965
1951,ЕДП,1,2.0e-05,0.00199
1952,ЕДР,5,0.0001,0.00993
1953,ЕДТ,2,4.0e-05,0.00397
1954,ЕДУ,11,0.00022,0.02185
1955,ЕДЦ,1,2.0e-05,0.00199
1956,ЕДЧ,3,6.0e-05,0.00596
1957,ЕДЬ,3,6.0e-05,0.00596
1958,ЕЖІ,1,2.0e-05,0.00199
1959,ЕЖА,7,0.00014,0.0139
1960,ЕЖБ,2,4.0e-05,0.00397
1961,ЕЖВ,4,8.0e-05,0.00794
1962,ЕЖГ,1,2.0e-05,0.00199
1963,ЕЖЕ,2,4.0e-05,0.00397
1964,ЕЖЖ,2,4.0e-05,0.00397
1965,ЕЖЗ,2,4.0e-05,0.00397
1966,ЕЖИ,9,0.00018,0.01787
1967,ЕЖМ,3,6.0e-05,0.00596
1968,ЕЖН,8,0.00016,0.01589
1969,ЕЖО,1,2.0e-05,0.00199
1970,ЕЖП,4,8.0e-05,0.00794
1971,ЕЖТ,5,0.0001,0.00993
1972,ЕЖУ,3,6.0e-05,0.00596
1973,ЕЖЧ,1,2.0e-05,0.00199
1974,ЕЖЯ,2,4.0e-05,0.00397
1975,ЕЗІ,2,4.0e-05,0.00397
1976,ЕЗА,39,0.00077,0.07745
1977,ЕЗБ,8,0.00016,0.01589
1978,ЕЗВ,10,0.0002,0.01986
1979,ЕЗГ,7,0.00014,0.0139
1980,ЕЗД,10,0.0002,0.01986
1981,ЕЗИ,1,2.0e-05,0.00199
1982,ЕЗК,3,6.0e-05,0.00596
1983,ЕЗМ,7,0.00014,0.0139
1984,ЕЗН,33,0.00066,0.06554
1985,ЕЗО,9,0.00018,0.01787
1986,ЕЗП,17,0.00034,0.03376
1987,ЕЗР,7,0.00014,0.0139
1988,ЕЗТ,7,0.00014,0.0139
1989,ЕЗУ,3,6.0e-05,0.00596
1990,ЕЗХ,1,2.0e-05,0.00199
1991,ЕЗЦ,5,0.0001,0.00993
1992,ЕЗЧ,1,2.0e-05,0.00199
1993,ЕЗЩ,3,6.0e-05,0.00596
1994,ЕЗЯ,3,6.0e-05,0.00596
1995,ЕЙЄ,1,2.0e-05,0.00199
1996,ЕЙІ,1,2.0e-05,0.00199
1997,ЕЙБ,2,4.0e-05,0.00397
1998,ЕЙВ,5,0.0001,0.00993
1999,ЕЙГ,1,2.0e-05,0.00199
2000,ЕЙД,2,4.0e-05,0.00397
2001,ЕЙЖ,6,0.00012,0.01192
2002,ЕЙК,3,6.0e-05,0.00596
2003,ЕЙМ,2,4.0e-05,0.00397
2004,ЕЙН,5,0.0001,0.00993
2005,ЕЙО,5,0.0001,0.00993
2006,ЕЙП,3,6.0e-05,0.00596
2007,ЕЙС,7,0.00014,0.0139
2008,ЕЙТ,11,0.00022,0.02185
2009,ЕЙУ,1,2.0e-05,0.00199
2010,ЕЙЧ,3,6.0e-05,0.00596
2011,ЕЙШ,2,4.0e-05,0.00397
2012,ЕЙЩ,1,2.0e-05,0.00199
2013,ЕЙЯ,1,2.0e-05,0.00199
2014,ЕКІ,7,0.00014,0.0139
2015,ЕКА,10,0.0002,0.01986
2016,ЕКЕ,1,2.0e-05,0.00199
2017,ЕКИ,1,2.0e-05,0.00199
2018,ЕКЛ,1,2.0e-05,0.00199
2019,ЕКО,21,0.00042,0.0417
2020,ЕКС,9,0.00018,0.01787
2021,ЕКУ,6,0.00012,0.01192
2022,ЕКЦ,2,4.0e-05,0.00397
2023,ЕЛІ,13,0.00026,0.02582
2024,ЕЛА,3,6.0e-05,0.00596
2025,ЕЛЕ,17,0.00034,0.03376
2026,ЕЛИ,27,0.00054,0.05362
2027,ЕЛО,4,8.0e-05,0.00794
2028,ЕЛУ,1,2.0e-05,0.00199
2029,ЕЛЬ,19,0.00038,0.03773
2030,ЕЛЮ,5,0.0001,0.00993
2031,ЕЛЯ,8,0.00016,0.01589
2032,ЕМІ,15,0.0003,0.02979
2033,ЕМА,26,0.00052,0.05163
2034,ЕМБ,3,6.0e-05,0.00596
2035,ЕМД,4,8.0e-05,0.00794
2036,ЕМЕ,12,0.00024,0.02383
2037,ЕМИ,8,0.00016,0.01589
2038,ЕМЛ,7,0.00014,0.0139
2039,ЕМН,2,4.0e-05,0.00397
2040,ЕМО,34,0.00068,0.06752
2041,ЕМП,2,4.0e-05,0.00397
2042,ЕМР,1,2.0e-05,0.00199
2043,ЕМС,1,2.0e-05,0.00199
2044,ЕМТ,3,6.0e-05,0.00596
2045,ЕМУ,1,2.0e-05,0.00199
2046,ЕМЧ,1,2.0e-05,0.00199
2047,ЕМЯ,3,6.0e-05,0.00596
2048,ЕНІ,77,0.00153,0.15292
2049,ЕНА,47,0.00093,0.09334
2050,ЕНБ,1,2.0e-05,0.00199
2051,ЕНД,5,0.0001,0.00993
2052,ЕНЕ,93,0.00185,0.18469
2053,ЕНЗ,2,4.0e-05,0.00397
2054,ЕНИ,22,0.00044,0.04369
2055,ЕНК,1,2.0e-05,0.00199
2056,ЕНН,49,0.00097,0.09731
2057,ЕНО,22,0.00044,0.04369
2058,ЕНТ,51,0.00101,0.10128
2059,ЕНУ,7,0.00014,0.0139
2060,ЕНЦ,1,2.0e-05,0.00199
2061,ЕНЧ,1,2.0e-05,0.00199
2062,ЕНШ,8,0.00016,0.01589
2063,ЕНЩ,2,4.0e-05,0.00397
2064,ЕНЬ,25,0.0005,0.04965
2065,ЕНЯ,1,2.0e-05,0.00199
2066,ЕОБ,5,0.0001,0.00993
2067,ЕОД,11,0.00022,0.02185
2068,ЕОЗ,8,0.00016,0.01589
2069,ЕОК,11,0.00022,0.02185
2070,ЕОС,3,6.0e-05,0.00596
2071,ЕОТ,3,6.0e-05,0.00596
2072,ЕОХ,1,2.0e-05,0.00199
2073,ЕПІ,19,0.00038,0.03773
2074,ЕПА,29,0.00058,0.05759
2075,ЕПВ,1,2.0e-05,0.00199
2076,ЕПЕ,40,0.00079,0.07944
2077,ЕПЗ,1,2.0e-05,0.00199
2078,ЕПИ,4,8.0e-05,0.00794
2079,ЕПК,2,4.0e-05,0.00397
2080,ЕПЛ,5,0.0001,0.00993
2081,ЕПМ,1,2.0e-05,0.00199
2082,ЕПН,4,8.0e-05,0.00794
2083,ЕПО,60,0.00119,0.11916
2084,ЕПП,3,6.0e-05,0.00596
2085,ЕПР,30,0.0006,0.05958
2086,ЕПХ,2,4.0e-05,0.00397
2087,ЕПЧ,2,4.0e-05,0.00397
2088,ЕПЯ,4,8.0e-05,0.00794
2089,ЕРІ,14,0.00028,0.0278
2090,ЕРА,15,0.0003,0.02979
2091,ЕРБ,2,4.0e-05,0.00397
2092,ЕРВ,9,0.00018,0.01787
2093,ЕРГ,49,0.00097,0.09731
2094,ЕРД,14,0.00028,0.0278
2095,ЕРЕ,221,0.00439,0.43889
2096,ЕРЖ,2,4.0e-05,0.00397
2097,ЕРЗ,6,0.00012,0.01192
2098,ЕРИ,21,0.00042,0.0417
2099,ЕРК,6,0.00012,0.01192
2100,ЕРЛ,2,4.0e-05,0.00397
2101,ЕРМ,5,0.0001,0.00993
2102,ЕРН,33,0.00066,0.06554
2103,ЕРО,31,0.00062,0.06156
2104,ЕРП,10,0.0002,0.01986
2105,ЕРС,5,0.0001,0.00993
2106,ЕРТ,25,0.0005,0.04965
2107,ЕРУ,17,0.00034,0.03376
2108,ЕРХ,4,8.0e-05,0.00794
2109,ЕРЦ,5,0.0001,0.00993
2110,ЕРШ,34,0.00068,0.06752
2111,ЕРЩ,2,4.0e-05,0.00397
2112,ЕРЮ,1,2.0e-05,0.00199
2113,ЕРЯ,5,0.0001,0.00993
2114,ЕСІ,2,4.0e-05,0.00397
2115,ЕСА,4,8.0e-05,0.00794
2116,ЕСВ,7,0.00014,0.0139
2117,ЕСЕ,3,6.0e-05,0.00596
2118,ЕСИ,3,6.0e-05,0.00596
2119,ЕСК,16,0.00032,0.03178
2120,ЕСЛ,13,0.00026,0.02582
2121,ЕСМ,2,4.0e-05,0.00397
2122,ЕСН,1,2.0e-05,0.00199
2123,ЕСО,4,8.0e-05,0.00794
2124,ЕСП,15,0.0003,0.02979
2125,ЕСТ,26,0.00052,0.05163
2126,ЕСУ,4,8.0e-05,0.00794
2127,ЕСХ,2,4.0e-05,0.00397
2128,ЕСЬ,32,0.00064,0.06355
2129,ЕСЯ,19,0.00038,0.03773
2130,ЕТІ,3,6.0e-05,0.00596
2131,ЕТА,35,0.0007,0.06951
2132,ЕТБ,1,2.0e-05,0.00199
2133,ЕТВ,5,0.0001,0.00993
2134,ЕТЕ,12,0.00024,0.02383
2135,ЕТИ,17,0.00034,0.03376
2136,ЕТК,7,0.00014,0.0139
2137,ЕТЛ,1,2.0e-05,0.00199
2138,ЕТН,4,8.0e-05,0.00794
2139,ЕТО,12,0.00024,0.02383
2140,ЕТР,11,0.00022,0.02185
2141,ЕТУ,5,0.0001,0.00993
2142,ЕТЬ,11,0.00022,0.02185
2143,ЕТЮ,2,4.0e-05,0.00397
2144,ЕУП,1,2.0e-05,0.00199
2145,ЕУР,1,2.0e-05,0.00199
2146,ЕУС,2,4.0e-05,0.00397
2147,ЕУЧ,1,2.0e-05,0.00199
2148,ЕХІ,1,2.0e-05,0.00199
2149,ЕХА,5,0.0001,0.00993
2150,ЕХО,2,4.0e-05,0.00397
2151,ЕХР,1,2.0e-05,0.00199
2152,ЕХУ,2,4.0e-05,0.00397
2153,ЕЦІ,1,2.0e-05,0.00199
2154,ЕЦЕ,8,0.00016,0.01589
2155,ЕЦИ,1,2.0e-05,0.00199
2156,ЕЦЬ,16,0.00032,0.03178
2157,ЕЧІ,6,0.00012,0.01192
2158,ЕЧА,2,4.0e-05,0.00397
2159,ЕЧЕ,10,0.0002,0.01986
2160,ЕЧИ,4,8.0e-05,0.00794
2161,ЕЧН,9,0.00018,0.01787
2162,ЕЧО,3,6.0e-05,0.00596
2163,ЕЧУ,5,0.0001,0.00993
2164,ЕША,2,4.0e-05,0.00397
2165,ЕШВ,3,6.0e-05,0.00596
2166,ЕШД,1,2.0e-05,0.00199
2167,ЕШИ,1,2.0e-05,0.00199
2168,ЕШК,3,6.0e-05,0.00596
2169,ЕШМ,2,4.0e-05,0.00397
2170,ЕШН,2,4.0e-05,0.00397
2171,ЕШО,1,2.0e-05,0.00199
2172,ЕШП,1,2.0e-05,0.00199
2173,ЕШС,3,6.0e-05,0.00596
2174,ЕШТ,15,0.0003,0.02979
2175,ЕШЧ,1,2.0e-05,0.00199
2176,ЕЩЕ,3,6.0e-05,0.00596
2177,ЕЩО,22,0.00044,0.04369
2178,ЕЩУ,1,2.0e-05,0.00199
2179,ЕЮВ,2,4.0e-05,0.00397
2180,ЕЮД,1,2.0e-05,0.00199
2181,ЕЮЩ,1,2.0e-05,0.00199
2182,ЕЯБ,3,6.0e-05,0.00596
2183,ЕЯВ,4,8.0e-05,0.00794
2184,ЕЯЗ,4,8.0e-05,0.00794
2185,ЕЯЙ,1,2.0e-05,0.00199
2186,ЕЯК,15,0.0003,0.02979
2187,ЕЯН,3,6.0e-05,0.00596
2188,ЕЯО,1,2.0e-05,0.00199
2189,ЕЯП,1,2.0e-05,0.00199
2190,ЕЯС,2,4.0e-05,0.00397
2191,ЕҐР,1,2.0e-05,0.00199
2192,ЖІБ,1,2.0e-05,0.00199
2193,ЖІВ,1,2.0e-05,0.00199
2194,ЖІД,1,2.0e-05,0.00199
2195,ЖІК,1,2.0e-05,0.00199
2196,ЖІЛ,1,2.0e-05,0.00199
2197,ЖІМ,1,2.0e-05,0.00199
2198,ЖІН,1,2.0e-05,0.00199
2199,ЖІП,1,2.0e-05,0.00199
2200,ЖІС,1,2.0e-05,0.00199
2201,ЖІТ,2,4.0e-05,0.00397
2202,ЖІУ,1,2.0e-05,0.00199
2203,ЖАЄ,6,0.00012,0.01192
2204,ЖАА,1,2.0e-05,0.00199
2205,ЖАВ,11,0.00022,0.02185
2206,ЖАГ,1,2.0e-05,0.00199
2207,ЖАЙ,3,6.0e-05,0.00596
2208,ЖАЛ,4,8.0e-05,0.00794
2209,ЖАН,1,2.0e-05,0.00199
2210,ЖАР,5,0.0001,0.00993
2211,ЖАТ,5,0.0001,0.00993
2212,ЖАХ,1,2.0e-05,0.00199
2213,ЖАЮ,1,2.0e-05,0.00199
2214,ЖБА,2,4.0e-05,0.00397
2215,ЖБО,8,0.00016,0.01589
2216,ЖБУ,1,2.0e-05,0.00199
2217,ЖВІ,5,0.0001,0.00993
2218,ЖВА,3,6.0e-05,0.00596
2219,ЖВИ,3,6.0e-05,0.00596
2220,ЖВН,1,2.0e-05,0.00199
2221,ЖГІ,1,2.0e-05,0.00199
2222,ЖГЕ,1,2.0e-05,0.00199
2223,ЖГР,1,2.0e-05,0.00199
2224,ЖДЖ,1,2.0e-05,0.00199
2225,ЖДИ,3,6.0e-05,0.00596
2226,ЖДО,4,8.0e-05,0.00794
2227,ЖДУ,1,2.0e-05,0.00199
2228,ЖЕБ,5,0.0001,0.00993
2229,ЖЕВ,24,0.00048,0.04766
2230,ЖЕГ,1,2.0e-05,0.00199
2231,ЖЕД,9,0.00018,0.01787
2232,ЖЕЖ,5,0.0001,0.00993
2233,ЖЕЗ,17,0.00034,0.03376
2234,ЖЕЙ,6,0.00012,0.01192
2235,ЖЕК,5,0.0001,0.00993
2236,ЖЕЛ,2,4.0e-05,0.00397
2237,ЖЕМ,16,0.00032,0.03178
2238,ЖЕН,56,0.00111,0.11121
2239,ЖЕО,1,2.0e-05,0.00199
2240,ЖЕП,15,0.0003,0.02979
2241,ЖЕР,3,6.0e-05,0.00596
2242,ЖЕС,10,0.0002,0.01986
2243,ЖЕТ,13,0.00026,0.02582
2244,ЖЕУ,1,2.0e-05,0.00199
2245,ЖЕХ,2,4.0e-05,0.00397
2246,ЖЕЦ,2,4.0e-05,0.00397
2247,ЖЕЧ,4,8.0e-05,0.00794
2248,ЖЕШ,8,0.00016,0.01589
2249,ЖЕЩ,1,2.0e-05,0.00199
2250,ЖЕЮ,1,2.0e-05,0.00199
2251,ЖЕЯ,7,0.00014,0.0139
2252,ЖЖІ,2,4.0e-05,0.00397
2253,ЖЖЯ,1,2.0e-05,0.00199
2254,ЖЗА,1,2.0e-05,0.00199
2255,ЖЗВ,2,4.0e-05,0.00397
2256,ЖЗН,2,4.0e-05,0.00397
2257,ЖЗР,1,2.0e-05,0.00199
2258,ЖЗФ,1,2.0e-05,0.00199
2259,ЖИВ,14,0.00028,0.0278
2260,ЖИГ,1,2.0e-05,0.00199
2261,ЖИД,2,4.0e-05,0.00397
2262,ЖИЙ,2,4.0e-05,0.00397
2263,ЖИЛ,3,6.0e-05,0.00596
2264,ЖИН,4,8.0e-05,0.00794
2265,ЖИС,2,4.0e-05,0.00397
2266,ЖИТ,31,0.00062,0.06156
2267,ЖЙО,1,2.0e-05,0.00199
2268,ЖКІ,1,2.0e-05,0.00199
2269,ЖКА,2,4.0e-05,0.00397
2270,ЖКЕ,1,2.0e-05,0.00199
2271,ЖКИ,8,0.00016,0.01589
2272,ЖКО,8,0.00016,0.01589
2273,ЖЛІ,1,2.0e-05,0.00199
2274,ЖЛЕ,1,2.0e-05,0.00199
2275,ЖЛИ,12,0.00024,0.02383
2276,ЖМА,5,0.0001,0.00993
2277,ЖМЕ,1,2.0e-05,0.00199
2278,ЖМИ,2,4.0e-05,0.00397
2279,ЖМО,3,6.0e-05,0.00596
2280,ЖНЄ,1,2.0e-05,0.00199
2281,ЖНІ,7,0.00014,0.0139
2282,ЖНА,14,0.00028,0.0278
2283,ЖНЕ,4,8.0e-05,0.00794
2284,ЖНИ,9,0.00018,0.01787
2285,ЖНО,12,0.00024,0.02383
2286,ЖНЬ,1,2.0e-05,0.00199
2287,ЖОВ,1,2.0e-05,0.00199
2288,ЖОД,2,4.0e-05,0.00397
2289,ЖОЗ,1,2.0e-05,0.00199
2290,ЖОК,4,8.0e-05,0.00794
2291,ЖОП,1,2.0e-05,0.00199
2292,ЖОР,1,2.0e-05,0.00199
2293,ЖОС,2,4.0e-05,0.00397
2294,ЖПІ,1,2.0e-05,0.00199
2295,ЖПА,3,6.0e-05,0.00596
2296,ЖПО,7,0.00014,0.0139
2297,ЖПР,2,4.0e-05,0.00397
2298,ЖРА,2,4.0e-05,0.00397
2299,ЖРО,3,6.0e-05,0.00596
2300,ЖСО,1,2.0e-05,0.00199
2301,ЖСП,1,2.0e-05,0.00199
2302,ЖСТ,1,2.0e-05,0.00199
2303,ЖТІ,2,4.0e-05,0.00397
2304,ЖТА,4,8.0e-05,0.00794
2305,ЖТЕ,2,4.0e-05,0.00397
2306,ЖТО,2,4.0e-05,0.00397
2307,ЖТР,1,2.0e-05,0.00199
2308,ЖТУ,1,2.0e-05,0.00199
2309,ЖУЄ,1,2.0e-05,0.00199
2310,ЖУБ,1,2.0e-05,0.00199
2311,ЖУВ,7,0.00014,0.0139
2312,ЖУЖ,1,2.0e-05,0.00199
2313,ЖУК,90,0.00179,0.17873
2314,ЖУМ,1,2.0e-05,0.00199
2315,ЖУН,2,4.0e-05,0.00397
2316,ЖУО,1,2.0e-05,0.00199
2317,ЖУП,71,0.00141,0.141
2318,ЖУТ,2,4.0e-05,0.00397
2319,ЖУЦ,1,2.0e-05,0.00199
2320,ЖУЧ,6,0.00012,0.01192
2321,ЖУЩ,1,2.0e-05,0.00199
2322,ЖУЯ,1,2.0e-05,0.00199
2323,ЖЧІ,2,4.0e-05,0.00397
2324,ЖЧА,1,2.0e-05,0.00199
2325,ЖЧЕ,12,0.00024,0.02383
2326,ЖЧИ,2,4.0e-05,0.00397
2327,ЖЧО,2,4.0e-05,0.00397
2328,ЖЧУ,1,2.0e-05,0.00199
2329,ЖШК,1,2.0e-05,0.00199
2330,ЖЯВ,2,4.0e-05,0.00397
2331,ЖЯЗ,1,2.0e-05,0.00199
2332,ЖЯЙ,1,2.0e-05,0.00199
2333,ЖЯК,3,6.0e-05,0.00596
2334,ЖЯМ,1,2.0e-05,0.00199
2335,ЖЯН,1,2.0e-05,0.00199
2336,ЗЄД,1,2.0e-05,0.00199
2337,ЗЄП,1,2.0e-05,0.00199
2338,ЗІБ,4,8.0e-05,0.00794
2339,ЗІВ,19,0.00038,0.03773
2340,ЗІГ,2,4.0e-05,0.00397
2341,ЗІД,1,2.0e-05,0.00199
2342,ЗІЖ,1,2.0e-05,0.00199
2343,ЗІЗ,2,4.0e-05,0.00397
2344,ЗІЙ,2,4.0e-05,0.00397
2345,ЗІЛ,1,2.0e-05,0.00199
2346,ЗІМ,1,2.0e-05,0.00199
2347,ЗІО,2,4.0e-05,0.00397
2348,ЗІП,3,6.0e-05,0.00596
2349,ЗІР,3,6.0e-05,0.00596
