№,Символ,Кільк.,Імовірність,%
717,ЩО,289,0.00574,0.57394
718,ЩТ,1,2.0e-05,0.00199
719,ЩУ,4,8.0e-05,0.00794
720,ЬІ,18,0.00036,0.03575
721,ЬЇ,2,4.0e-05,0.00397
722,ЬА,6,0.00012,0.01192
723,ЬБ,9,0.00018,0.01787
724,ЬВ,22,0.00044,0.04369
725,ЬГ,3,6.0e-05,0.00596
726,ЬД,24,0.00048,0.04766
727,ЬЕ,1,2.0e-05,0.00199
728,ЬЖ,3,6.0e-05,0.00596
729,ЬЗ,16,0.00032,0.03178
730,ЬЙ,4,8.0e-05,0.00794
731,ЬК,144,0.00286,0.28598
732,ЬЛ,10,0.0002,0.01986
733,ЬМ,37,0.00073,0.07348
734,ЬН,51,0.00101,0.10128
735,ЬО,101,0.00201,0.20058
736,ЬП,44,0.00087,0.08738
737,ЬР,8,0.00016,0.01589
738,ЬС,68,0.00135,0.13504
739,ЬТ,37,0.00073,0.07348
740,ЬУ,18,0.00036,0.03575
741,ЬХ,5,0.0001,0.00993
742,ЬЦ,17,0.00034,0.03376
743,ЬЧ,4,8.0e-05,0.00794
744,ЬШ,25,0.0005,0.04965
745,ЬЩ,13,0.00026,0.02582
746,ЬЮ,2,4.0e-05,0.00397
747,ЬЯ,24,0.00048,0.04766
748,ЮЄ,2,4.0e-05,0.00397
749,ЮІ,7,0.00014,0.0139
750,ЮЇ,1,2.0e-05,0.00199
751,ЮА,5,0.0001,0.00993
752,ЮБ,11,0.00022,0.02185
753,ЮВ,50,0.00099,0.0993
754,ЮГ,6,0.00012,0.01192
755,ЮД,27,0.00054,0.05362
756,ЮЖ,2,4.0e-05,0.00397
757,ЮЗ,18,0.00036,0.03575
758,ЮЙ,6,0.00012,0.01192
759,ЮК,2,4.0e-05,0.00397
760,ЮЛ,7,0.00014,0.0139
761,ЮМ,6,0.00012,0.01192
762,ЮН,27,0.00054,0.05362
763,ЮО,6,0.00012,0.01192
764,ЮП,12,0.00024,0.02383
765,ЮР,7,0.00014,0.0139
766,ЮС,11,0.00022,0.02185
767,ЮТ,29,0.00058,0.05759
768,ЮУ,2,4.0e-05,0.00397
769,ЮФ,3,6.0e-05,0.00596
770,ЮХ,3,6.0e-05,0.00596
771,ЮЦ,3,6.0e-05,0.00596
772,ЮЧ,44,0.00087,0.08738
773,ЮЩ,8,0.00016,0.01589
774,ЮЮ,3,6.0e-05,0.00596
775,ЮЯ,9,0.00018,0.01787
776,ЯЄ,5,0.0001,0.00993
777,ЯІ,24,0.00048,0.04766
778,ЯЇ,8,0.00016,0.01589
779,ЯА,12,0.00024,0.02383
780,ЯБ,34,0.00068,0.06752
781,ЯВ,140,0.00278,0.27803
782,ЯГ,24,0.00048,0.04766
783,ЯД,69,0.00137,0.13703
784,ЯЖ,11,0.00022,0.02185
785,ЯЗ,86,0.00171,0.17079
786,ЯЙ,19,0.00038,0.03773
787,ЯК,249,0.00494,0.4945
788,ЯЛ,26,0.00052,0.05163
789,ЯМ,80,0.00159,0.15888
790,ЯН,102,0.00203,0.20257
791,ЯО,10,0.0002,0.01986
792,ЯП,71,0.00141,0.141
793,ЯР,17,0.00034,0.03376
794,ЯС,48,0.00095,0.09533
795,ЯТ,139,0.00276,0.27605
796,ЯУ,10,0.0002,0.01986
797,ЯХ,18,0.00036,0.03575
798,ЯЦ,20,0.0004,0.03972
799,ЯЧ,33,0.00066,0.06554
800,ЯЩ,31,0.00062,0.06156
801,ЯЮ,8,0.00016,0.01589
802,ЯЯ,17,0.00034,0.03376
803,ҐР,1,2.0e-05,0.00199
804,ҐУ,1,2.0e-05,0.00199
