№,Символ,Кільк.,Імовірність,%
695,ЗМА,2,0.0005,0.05043
696,ЗМЕ,1,0.00025,0.02521
697,ЗМО,3,0.00076,0.07564
698,ЗНІ,1,0.00025,0.02521
699,ЗНА,7,0.00177,0.1765
700,ЗНЕ,3,0.00076,0.07564
701,ЗНИ,1,0.00025,0.02521
702,ЗНО,3,0.00076,0.07564
703,ЗНЮ,1,0.00025,0.02521
704,ЗОВ,1,0.00025,0.02521
705,ЗОД,3,0.00076,0.07564
706,ЗОТ,1,0.00025,0.02521
707,ЗПО,1,0.00025,0.02521
708,ЗПР,1,0.00025,0.02521
709,ЗРО,5,0.00126,0.12607
710,ЗТО,1,0.00025,0.02521
711,ЗУВ,1,0.00025,0.02521
712,ЗУЙ,1,0.00025,0.02521
713,ЗУМ,1,0.00025,0.02521
714,ЗУН,4,0.00101,0.10086
715,ЗУТ,1,0.00025,0.02521
716,ЗЦІ,1,0.00025,0.02521
717,ЗЧУ,1,0.00025,0.02521
718,ЗЩО,1,0.00025,0.02521
719,ЗЬБ,1,0.00025,0.02521
720,ЗЬД,1,0.00025,0.02521
721,ЗЬК,3,0.00076,0.07564
722,ЗЬО,1,0.00025,0.02521
723,ЗЬЧ,1,0.00025,0.02521
724,ЗЯК,2,0.0005,0.05043
725,ЗЯН,1,0.00025,0.02521
726,ИІЇ,1,0.00025,0.02521
727,ИЇЇ,3,0.00076,0.07564
728,ИЇД,4,0.00101,0.10086
729,ИАЛ,4,0.00101,0.10086
730,ИБЕ,1,0.00025,0.02521
731,ИБИ,1,0.00025,0.02521
732,ИБК,1,0.00025,0.02521
733,ИБЛ,1,0.00025,0.02521
734,ИБО,2,0.0005,0.05043
735,ИБР,1,0.00025,0.02521
736,ИВГ,1,0.00025,0.02521
737,ИВД,1,0.00025,0.02521
738,ИВИ,3,0.00076,0.07564
739,ИВО,5,0.00126,0.12607
740,ИВП,1,0.00025,0.02521
741,ИВС,1,0.00025,0.02521
742,ИВУ,2,0.0005,0.05043
743,ИВЯ,1,0.00025,0.02521
744,ИГЛ,2,0.0005,0.05043
745,ИГО,3,0.00076,0.07564
746,ИГУ,1,0.00025,0.02521
747,ИДІ,1,0.00025,0.02521
748,ИДА,2,0.0005,0.05043
749,ИДЕ,1,0.00025,0.02521
750,ИДК,1,0.00025,0.02521
751,ИДН,1,0.00025,0.02521
752,ИДО,3,0.00076,0.07564
753,ИДЯ,1,0.00025,0.02521
754,ИЖК,3,0.00076,0.07564
755,ИЖН,1,0.00025,0.02521
756,ИЗІ,1,0.00025,0.02521
757,ИЗА,1,0.00025,0.02521
758,ИЗГ,2,0.0005,0.05043
759,ИЗД,2,0.0005,0.05043
760,ИЗЗ,1,0.00025,0.02521
761,ИЗН,1,0.00025,0.02521
762,ИЗО,2,0.0005,0.05043
763,ИЗР,1,0.00025,0.02521
764,ИЗУ,7,0.00177,0.1765
765,ИЗЦ,1,0.00025,0.02521
766,ИЗЩ,1,0.00025,0.02521
767,ИЗЬ,3,0.00076,0.07564
768,ИЙА,1,0.00025,0.02521
769,ИЙЗ,1,0.00025,0.02521
770,ИЙК,3,0.00076,0.07564
771,ИЙС,1,0.00025,0.02521
772,ИЙШ,1,0.00025,0.02521
773,ИКІ,2,0.0005,0.05043
774,ИКА,4,0.00101,0.10086
775,ИКБ,2,0.0005,0.05043
776,ИКВ,1,0.00025,0.02521
777,ИКЕ,1,0.00025,0.02521
778,ИКИ,3,0.00076,0.07564
779,ИКО,5,0.00126,0.12607
780,ИКР,5,0.00126,0.12607
781,ИКУ,4,0.00101,0.10086
782,ИЛА,12,0.00303,0.30257
783,ИЛЕ,2,0.0005,0.05043
784,ИЛИ,2,0.0005,0.05043
785,ИЛО,2,0.0005,0.05043
786,ИЛЬ,2,0.0005,0.05043
787,ИМІ,1,0.00025,0.02521
788,ИМА,2,0.0005,0.05043
789,ИМИ,2,0.0005,0.05043
790,ИМН,1,0.00025,0.02521
791,ИМТ,1,0.00025,0.02521
792,ИМУ,3,0.00076,0.07564
793,ИНІ,1,0.00025,0.02521
794,ИНА,5,0.00126,0.12607
795,ИНД,1,0.00025,0.02521
796,ИНЕ,7,0.00177,0.1765
797,ИНИ,4,0.00101,0.10086
798,ИНН,2,0.0005,0.05043
799,ИНО,2,0.0005,0.05043
800,ИНУ,2,0.0005,0.05043
801,ИНЬ,1,0.00025,0.02521
802,ИОЧ,1,0.00025,0.02521
803,ИПІ,2,0.0005,0.05043
804,ИПА,3,0.00076,0.07564
805,ИПР,1,0.00025,0.02521
806,ИРА,1,0.00025,0.02521
807,ИРЕ,1,0.00025,0.02521
808,ИРИ,1,0.00025,0.02521
809,ИРК,1,0.00025,0.02521
810,ИРН,2,0.0005,0.05043
811,ИРО,2,0.0005,0.05043
812,ИСІ,1,0.00025,0.02521
813,ИСА,1,0.00025,0.02521
814,ИСЕ,1,0.00025,0.02521
815,ИСЛ,1,0.00025,0.02521
816,ИСН,3,0.00076,0.07564
817,ИСО,3,0.00076,0.07564
818,ИСТ,1,0.00025,0.02521
819,ИСЬ,3,0.00076,0.07564
820,ИСЯ,9,0.00227,0.22693
821,ИТІ,1,0.00025,0.02521
822,ИТА,10,0.00252,0.25214
823,ИТЕ,1,0.00025,0.02521
824,ИТИ,10,0.00252,0.25214
825,ИТО,1,0.00025,0.02521
826,ИТУ,2,0.0005,0.05043
827,ИТЬ,3,0.00076,0.07564
828,ИХБ,1,0.00025,0.02521
829,ИХВ,1,0.00025,0.02521
830,ИХД,1,0.00025,0.02521
831,ИХМ,1,0.00025,0.02521
832,ИХО,2,0.0005,0.05043
833,ИХП,2,0.0005,0.05043
834,ИЦЕ,2,0.0005,0.05043
835,ИЦЬ,2,0.0005,0.05043
836,ИЦЮ,1,0.00025,0.02521
837,ИЧІ,1,0.00025,0.02521
838,ИЧА,1,0.00025,0.02521
839,ИЧИ,2,0.0005,0.05043
840,ИЧО,1,0.00025,0.02521
841,ИШІ,1,0.00025,0.02521
842,ИША,1,0.00025,0.02521
843,ИШЕ,5,0.00126,0.12607
844,ИЩО,3,0.00076,0.07564
845,ИЯВ,1,0.00025,0.02521
846,ИЯК,9,0.00227,0.22693
847,ЙАЛ,1,0.00025,0.02521
848,ЙАЧ,1,0.00025,0.02521
849,ЙБЛ,1,0.00025,0.02521
850,ЙДО,3,0.00076,0.07564
851,ЙДУ,2,0.0005,0.05043
852,ЙЗІ,1,0.00025,0.02521
853,ЙЗВ,1,0.00025,0.02521
854,ЙЗИ,1,0.00025,0.02521
855,ЙЗЛ,1,0.00025,0.02521
856,ЙЗР,1,0.00025,0.02521
857,ЙКА,1,0.00025,0.02521
858,ЙКО,3,0.00076,0.07564
859,ЙКР,2,0.0005,0.05043
860,ЙЛИ,1,0.00025,0.02521
861,ЙНЕ,3,0.00076,0.07564
862,ЙНИ,1,0.00025,0.02521
863,ЙНУ,1,0.00025,0.02521
864,ЙОГ,1,0.00025,0.02521
865,ЙОЗ,1,0.00025,0.02521
866,ЙПЕ,1,0.00025,0.02521
867,ЙПО,3,0.00076,0.07564
868,ЙПР,1,0.00025,0.02521
869,ЙСЕ,1,0.00025,0.02521
870,ЙСО,1,0.00025,0.02521
871,ЙСУ,1,0.00025,0.02521
872,ЙСЬ,1,0.00025,0.02521
873,ЙСЯ,1,0.00025,0.02521
874,ЙХВ,1,0.00025,0.02521
875,ЙШЛ,4,0.00101,0.10086
876,ЙЩО,1,0.00025,0.02521
877,ЙЯШ,1,0.00025,0.02521
878,КІВ,3,0.00076,0.07564
879,КІЗ,1,0.00025,0.02521
880,КІЙ,1,0.00025,0.02521
881,КІЛ,3,0.00076,0.07564
882,КІМ,1,0.00025,0.02521
883,КІН,2,0.0005,0.05043
884,КІТ,1,0.00025,0.02521
885,КІШ,1,0.00025,0.02521
886,КЇХ,1,0.00025,0.02521
887,КАА,1,0.00025,0.02521
888,КАБ,1,0.00025,0.02521
889,КАВ,4,0.00101,0.10086
890,КАГ,1,0.00025,0.02521
891,КАЕ,1,0.00025,0.02521
892,КАЖ,1,0.00025,0.02521
893,КАЗ,1,0.00025,0.02521
894,КАЙ,1,0.00025,0.02521
895,КАМ,1,0.00025,0.02521
896,КАН,1,0.00025,0.02521
897,КАР,1,0.00025,0.02521
898,КАС,1,0.00025,0.02521
899,КАУ,1,0.00025,0.02521
900,КАХ,3,0.00076,0.07564
901,КАЯ,1,0.00025,0.02521
902,КБІ,1,0.00025,0.02521
903,КБИ,1,0.00025,0.02521
904,КБУ,2,0.0005,0.05043
905,КВІ,4,0.00101,0.10086
906,КГЛ,1,0.00025,0.02521
907,КДІ,1,0.00025,0.02521
908,КДО,1,0.00025,0.02521
909,КЕЧ,1,0.00025,0.02521
910,КЕШ,1,0.00025,0.02521
911,КЕЯ,1,0.00025,0.02521
912,КЖА,1,0.00025,0.02521
913,КЖЕ,2,0.0005,0.05043
914,КЖУ,1,0.00025,0.02521
915,КЗД,1,0.00025,0.02521
916,КЗН,1,0.00025,0.02521
917,КИА,1,0.00025,0.02521
918,КИБ,1,0.00025,0.02521
919,КИГ,1,0.00025,0.02521
920,КИД,1,0.00025,0.02521
921,КИЗ,2,0.0005,0.05043
922,КИЙ,1,0.00025,0.02521
923,КИМ,1,0.00025,0.02521
924,КИН,2,0.0005,0.05043
925,КИП,1,0.00025,0.02521
926,КИХ,1,0.00025,0.02521
927,КИЦ,2,0.0005,0.05043
928,КИШ,2,0.0005,0.05043
929,КИЩ,1,0.00025,0.02521
930,КИЯ,2,0.0005,0.05043
931,КНЕ,1,0.00025,0.02521
932,КНИ,3,0.00076,0.07564
933,КНУ,3,0.00076,0.07564
934,КОА,1,0.00025,0.02521
935,КОБ,1,0.00025,0.02521
936,КОВ,3,0.00076,0.07564
937,КОГ,3,0.00076,0.07564
938,КОЗ,2,0.0005,0.05043
939,КОЛ,13,0.00328,0.32779
940,КОМ,8,0.00202,0.20171
941,КОН,1,0.00025,0.02521
942,КОР,3,0.00076,0.07564
943,КОС,3,0.00076,0.07564
944,КОТ,6,0.00151,0.15129
945,КОЦ,1,0.00025,0.02521
946,КОЮ,2,0.0005,0.05043
947,КОЯ,1,0.00025,0.02521
948,КПИ,1,0.00025,0.02521
949,КПО,2,0.0005,0.05043
950,КРІ,2,0.0005,0.05043
951,КРА,3,0.00076,0.07564
952,КРО,16,0.00403,0.40343
953,КТІ,1,0.00025,0.02521
954,КТИ,1,0.00025,0.02521
955,КУА,1,0.00025,0.02521
956,КУВ,6,0.00151,0.15129
957,КУД,2,0.0005,0.05043
958,КУЗ,1,0.00025,0.02521
959,КУЙ,1,0.00025,0.02521
960,КУК,3,0.00076,0.07564
961,КУМ,1,0.00025,0.02521
962,КУП,2,0.0005,0.05043
963,КУС,1,0.00025,0.02521
964,КУЧ,1,0.00025,0.02521
965,КУЩ,1,0.00025,0.02521
966,КЦЕ,1,0.00025,0.02521
967,КЯЗ,1,0.00025,0.02521
968,КЯП,1,0.00025,0.02521
969,ЛІІ,1,0.00025,0.02521
970,ЛІА,1,0.00025,0.02521
971,ЛІД,2,0.0005,0.05043
972,ЛІЛ,1,0.00025,0.02521
973,ЛІН,2,0.0005,0.05043
974,ЛІП,1,0.00025,0.02521
975,ЛІС,19,0.00479,0.47907
976,ЛІТ,2,0.0005,0.05043
977,ЛІЯ,1,0.00025,0.02521
978,ЛАЇ,1,0.00025,0.02521
979,ЛАА,3,0.00076,0.07564
980,ЛАБ,4,0.00101,0.10086
981,ЛАВ,2,0.0005,0.05043
982,ЛАГ,1,0.00025,0.02521
983,ЛАЗ,3,0.00076,0.07564
984,ЛАЙ,1,0.00025,0.02521
985,ЛАК,2,0.0005,0.05043
986,ЛАМ,2,0.0005,0.05043
987,ЛАН,7,0.00177,0.1765
988,ЛАО,1,0.00025,0.02521
989,ЛАП,3,0.00076,0.07564
990,ЛАР,2,0.0005,0.05043
991,ЛАС,21,0.0053,0.5295
992,ЛАТ,1,0.00025,0.02521
993,ЛАУ,2,0.0005,0.05043
994,ЛАШ,1,0.00025,0.02521
995,ЛАЩ,3,0.00076,0.07564
996,ЛЕВ,1,0.00025,0.02521
997,ЛЕД,1,0.00025,0.02521
998,ЛЕЖ,1,0.00025,0.02521
999,ЛЕК,2,0.0005,0.05043
1000,ЛЕН,5,0.00126,0.12607
1001,ЛЕС,1,0.00025,0.02521
1002,ЛЕТ,4,0.00101,0.10086
1003,ЛЕЦ,1,0.00025,0.02521
1004,ЛИЇ,1,0.00025,0.02521
1005,ЛИА,1,0.00025,0.02521
1006,ЛИБ,3,0.00076,0.07564
1007,ЛИВ,1,0.00025,0.02521
1008,ЛИЗ,2,0.0005,0.05043
1009,ЛИЙ,1,0.00025,0.02521
1010,ЛИК,10,0.00252,0.25214
1011,ЛИМ,1,0.00025,0.02521
1012,ЛИН,3,0.00076,0.07564
1013,ЛИП,1,0.00025,0.02521
1014,ЛИС,2,0.0005,0.05043
1015,ЛИТ,1,0.00025,0.02521
1016,ЛИЦ,2,0.0005,0.05043
1017,ЛИЧ,1,0.00025,0.02521
1018,ЛИШ,3,0.00076,0.07564
1019,ЛИЯ,1,0.00025,0.02521
1020,ЛКО,2,0.0005,0.05043
1021,ЛОБ,2,0.0005,0.05043
1022,ЛОВ,6,0.00151,0.15129
1023,ЛОГ,1,0.00025,0.02521
1024,ЛОД,4,0.00101,0.10086
1025,ЛОЙ,2,0.0005,0.05043
1026,ЛОК,1,0.00025,0.02521
1027,ЛОЛ,1,0.00025,0.02521
1028,ЛОМ,1,0.00025,0.02521
1029,ЛОП,1,0.00025,0.02521
1030,ЛОС,6,0.00151,0.15129
1031,ЛОТ,2,0.0005,0.05043
1032,ЛОЧ,2,0.0005,0.05043
1033,ЛОЩ,1,0.00025,0.02521
1034,ЛОЯ,1,0.00025,0.02521
1035,ЛУН,1,0.00025,0.02521
1036,ЛУХ,1,0.00025,0.02521
1037,ЛЬІ,1,0.00025,0.02521
1038,ЛЬА,2,0.0005,0.05043
1039,ЛЬК,6,0.00151,0.15129
1040,ЛЬН,1,0.00025,0.02521
1041,ЛЬТ,1,0.00025,0.02521
1042,ЛЬЩ,1,0.00025,0.02521
1043,ЛЬЯ,1,0.00025,0.02521
1044,ЛЮД,2,0.0005,0.05043
1045,ЛЮН,2,0.0005,0.05043
1046,ЛЮС,1,0.00025,0.02521
1047,ЛЯЄ,1,0.00025,0.02521
1048,ЛЯВ,2,0.0005,0.05043
1049,ЛЯН,2,0.0005,0.05043
1050,ЛЯТ,1,0.00025,0.02521
1051,ЛЯЧ,4,0.00101,0.10086
1052,ЛЯЮ,2,0.0005,0.05043
1053,МІЛ,1,0.00025,0.02521
1054,МІР,4,0.00101,0.10086
1055,МІС,1,0.00025,0.02521
1056,МІТ,1,0.00025,0.02521
1057,МІЩ,1,0.00025,0.02521
1058,МАЄ,1,0.00025,0.02521
1059,МАБ,3,0.00076,0.07564
1060,МАВ,1,0.00025,0.02521
1061,МАГ,1,0.00025,0.02521
1062,МАД,2,0.0005,0.05043
1063,МАЙ,1,0.00025,0.02521
1064,МАЛ,8,0.00202,0.20171
1065,МАН,1,0.00025,0.02521
1066,МАП,1,0.00025,0.02521
1067,МАР,1,0.00025,0.02521
1068,МБЛ,1,0.00025,0.02521
1069,МБУ,1,0.00025,0.02521
1070,МВИ,1,0.00025,0.02521
1071,МВО,2,0.0005,0.05043
1072,МДІ,1,0.00025,0.02521
1073,МДО,1,0.00025,0.02521
1074,МЕД,1,0.00025,0.02521
1075,МЕН,3,0.00076,0.07564
1076,МЕС,1,0.00025,0.02521
1077,МЗА,1,0.00025,0.02521
1078,МЗВ,1,0.00025,0.02521
1079,МЗО,1,0.00025,0.02521
1080,МИГ,1,0.00025,0.02521
1081,МИЗ,1,0.00025,0.02521
1082,МИК,1,0.00025,0.02521
1083,МИЛ,2,0.0005,0.05043
1084,МИО,1,0.00025,0.02521
1085,МИС,3,0.00076,0.07564
1086,МИТ,1,0.00025,0.02521
1087,МИШ,2,0.0005,0.05043
1088,МЛІ,1,0.00025,0.02521
1089,МНІ,1,0.00025,0.02521
1090,МНА,2,0.0005,0.05043
1091,МНО,4,0.00101,0.10086
1092,МОЄ,1,0.00025,0.02521
1093,МОЇ,2,0.0005,0.05043
1094,МОВ,4,0.00101,0.10086
1095,МОЖ,3,0.00076,0.07564
1096,МОЛ,1,0.00025,0.02521
1097,МОП,1,0.00025,0.02521
1098,МОТ,2,0.0005,0.05043
1099,МОЯ,1,0.00025,0.02521
1100,МПІ,1,0.00025,0.02521
1101,МПД,1,0.00025,0.02521
1102,МРЯ,1,0.00025,0.02521
1103,МСЕ,1,0.00025,0.02521
1104,МСХ,1,0.00025,0.02521
1105,МТА,1,0.00025,0.02521
1106,МТЯ,1,0.00025,0.02521
1107,МУА,1,0.00025,0.02521
1108,МУД,2,0.0005,0.05043
1109,МУК,1,0.00025,0.02521
1110,МУМ,1,0.00025,0.02521
1111,МУН,1,0.00025,0.02521
1112,МУР,1,0.00025,0.02521
1113,МУС,1,0.00025,0.02521
1114,МУТ,2,0.0005,0.05043
1115,МЧА,1,0.00025,0.02521
1116,НІЄ,1,0.00025,0.02521
1117,НІА,1,0.00025,0.02521
1118,НІБ,3,0.00076,0.07564
1119,НІВ,2,0.0005,0.05043
1120,НІД,1,0.00025,0.02521
1121,НІК,2,0.0005,0.05043
1122,НІЛ,1,0.00025,0.02521
1123,НІМ,2,0.0005,0.05043
1124,НІН,1,0.00025,0.02521
1125,НІП,1,0.00025,0.02521
1126,НІР,1,0.00025,0.02521
1127,НІС,3,0.00076,0.07564
1128,НІТ,1,0.00025,0.02521
1129,НІХ,1,0.00025,0.02521
1130,НІЧ,1,0.00025,0.02521
1131,НАЄ,1,0.00025,0.02521
1132,НАБ,4,0.00101,0.10086
1133,НАВ,7,0.00177,0.1765
1134,НАГ,4,0.00101,0.10086
1135,НАД,1,0.00025,0.02521
1136,НАЗ,1,0.00025,0.02521
1137,НАЙ,3,0.00076,0.07564
1138,НАК,3,0.00076,0.07564
1139,НАЛ,2,0.0005,0.05043
1140,НАМ,1,0.00025,0.02521
1141,НАН,5,0.00126,0.12607
1142,НАО,4,0.00101,0.10086
1143,НАП,8,0.00202,0.20171
1144,НАР,1,0.00025,0.02521
1145,НАС,3,0.00076,0.07564
1146,НАТ,1,0.00025,0.02521
1147,НАУ,1,0.00025,0.02521
1148,НАЦ,3,0.00076,0.07564
1149,НАЩ,1,0.00025,0.02521
1150,НАЯ,1,0.00025,0.02521
1151,НБУ,1,0.00025,0.02521
1152,НГУ,1,0.00025,0.02521
1153,НДІ,1,0.00025,0.02521
1154,НДО,1,0.00025,0.02521
1155,НЕЇ,1,0.00025,0.02521
1156,НЕА,1,0.00025,0.02521
1157,НЕБ,1,0.00025,0.02521
1158,НЕВ,3,0.00076,0.07564
1159,НЕГ,1,0.00025,0.02521
1160,НЕД,3,0.00076,0.07564
1161,НЕЗ,7,0.00177,0.1765
1162,НЕЛ,1,0.00025,0.02521
1163,НЕМ,4,0.00101,0.10086
1164,НЕН,4,0.00101,0.10086
1165,НЕП,4,0.00101,0.10086
1166,НЕС,1,0.00025,0.02521
1167,НЕТ,2,0.0005,0.05043
1168,НЕЧ,2,0.0005,0.05043
1169,НЕЮ,1,0.00025,0.02521
1170,НИА,1,0.00025,0.02521
1171,НИЖ,3,0.00076,0.07564
1172,НИЗ,12,0.00303,0.30257
1173,НИЙ,2,0.0005,0.05043
1174,НИК,5,0.00126,0.12607
1175,НИЛ,2,0.0005,0.05043
1176,НИМ,3,0.00076,0.07564
1177,НИТ,2,0.0005,0.05043
1178,НИХ,3,0.00076,0.07564
1179,НКІ,2,0.0005,0.05043
1180,ННА,1,0.00025,0.02521
1181,ННИ,4,0.00101,0.10086
1182,ННЯ,7,0.00177,0.1765
1183,НОЇ,1,0.00025,0.02521
1184,НОА,1,0.00025,0.02521
1185,НОБ,1,0.00025,0.02521
1186,НОВ,6,0.00151,0.15129
1187,НОГ,5,0.00126,0.12607
1188,НОЗ,1,0.00025,0.02521
1189,НОЙ,1,0.00025,0.02521
1190,НОК,1,0.00025,0.02521
1191,НОМ,1,0.00025,0.02521
1192,НОН,1,0.00025,0.02521
1193,НОП,1,0.00025,0.02521
1194,НОР,3,0.00076,0.07564
1195,НОС,2,0.0005,0.05043
1196,НОУ,1,0.00025,0.02521
1197,НОХ,1,0.00025,0.02521
1198,НОЧ,2,0.0005,0.05043
1199,НОЩ,1,0.00025,0.02521
1200,НОЮ,4,0.00101,0.10086
1201,НПР,1,0.00025,0.02521
1202,НСУ,2,0.0005,0.05043
1203,НТИ,1,0.00025,0.02521
1204,НТР,1,0.00025,0.02521
1205,НУБ,1,0.00025,0.02521
1206,НУВ,3,0.00076,0.07564
1207,НУД,1,0.00025,0.02521
1208,НУЗ,1,0.00025,0.02521
1209,НУК,1,0.00025,0.02521
1210,НУЛ,11,0.00277,0.27736
1211,НУП,2,0.0005,0.05043
1212,НУТ,3,0.00076,0.07564
1213,НУЯ,1,0.00025,0.02521
1214,НЧЕ,2,0.0005,0.05043
1215,НЬК,7,0.00177,0.1765
1216,НЬМ,1,0.00025,0.02521
1217,НЬО,3,0.00076,0.07564
1218,НЮМ,1,0.00025,0.02521
1219,НЮЮ,1,0.00025,0.02521
1220,НЯВ,1,0.00025,0.02521
1221,НЯМ,1,0.00025,0.02521
1222,НЯН,3,0.00076,0.07564
1223,НЯТ,2,0.0005,0.05043
1224,НЯХ,1,0.00025,0.02521
1225,ОЄМ,1,0.00025,0.02521
1226,ОЇВ,2,0.0005,0.05043
1227,ОЇК,1,0.00025,0.02521
1228,ОАЛ,1,0.00025,0.02521
1229,ОАН,1,0.00025,0.02521
1230,ОБІ,5,0.00126,0.12607
1231,ОБА,2,0.0005,0.05043
1232,ОББ,1,0.00025,0.02521
1233,ОБЕ,1,0.00025,0.02521
1234,ОБИ,1,0.00025,0.02521
1235,ОБО,3,0.00076,0.07564
1236,ОБР,3,0.00076,0.07564
1237,ОБТ,1,0.00025,0.02521
1238,ОБУ,3,0.00076,0.07564
1239,ОВІ,5,0.00126,0.12607
1240,ОВА,6,0.00151,0.15129
1241,ОВВ,1,0.00025,0.02521
1242,ОВГ,4,0.00101,0.10086
1243,ОВД,1,0.00025,0.02521
1244,ОВЕ,1,0.00025,0.02521
1245,ОВЗ,3,0.00076,0.07564
1246,ОВИ,3,0.00076,0.07564
1247,ОВК,2,0.0005,0.05043
1248,ОВО,6,0.00151,0.15129
1249,ОВС,1,0.00025,0.02521
1250,ОВТ,2,0.0005,0.05043
1251,ОВУ,4,0.00101,0.10086
1252,ОВЧ,2,0.0005,0.05043
1253,ОГІ,1,0.00025,0.02521
1254,ОГИ,2,0.0005,0.05043
1255,ОГЛ,1,0.00025,0.02521
1256,ОГО,17,0.00429,0.42864
1257,ОДІ,8,0.00202,0.20171
1258,ОДА,1,0.00025,0.02521
1259,ОДВ,2,0.0005,0.05043
1260,ОДЕ,1,0.00025,0.02521
1261,ОДИ,8,0.00202,0.20171
1262,ОДН,4,0.00101,0.10086
1263,ОДО,2,0.0005,0.05043
1264,ОДР,1,0.00025,0.02521
1265,ОДУ,4,0.00101,0.10086
1266,ОДЯ,5,0.00126,0.12607
1267,ОЖА,1,0.00025,0.02521
1268,ОЖБ,1,0.00025,0.02521
1269,ОЖЕ,2,0.0005,0.05043
1270,ОЖЛ,1,0.00025,0.02521
1271,ОЖН,2,0.0005,0.05043
1272,ОЗА,4,0.00101,0.10086
1273,ОЗВ,1,0.00025,0.02521
1274,ОЗГ,1,0.00025,0.02521
1275,ОЗЗ,1,0.00025,0.02521
1276,ОЗМ,4,0.00101,0.10086
1277,ОЗН,1,0.00025,0.02521
1278,ОЗТ,1,0.00025,0.02521
1279,ОЗУ,1,0.00025,0.02521
1280,ОЙЗ,1,0.00025,0.02521
1281,ОЙЛ,1,0.00025,0.02521
1282,ОЙП,1,0.00025,0.02521
1283,ОЙХ,1,0.00025,0.02521
1284,ОЙШ,1,0.00025,0.02521
1285,ОКА,3,0.00076,0.07564
1286,ОКИ,1,0.00025,0.02521
1287,ОКН,1,0.00025,0.02521
1288,ОКО,5,0.00126,0.12607
1289,ОКП,1,0.00025,0.02521
1290,ОКР,2,0.0005,0.05043
1291,ОКУ,2,0.0005,0.05043
1292,ОКЦ,1,0.00025,0.02521
1293,ОЛІ,3,0.00076,0.07564
1294,ОЛА,1,0.00025,0.02521
1295,ОЛЕ,1,0.00025,0.02521
1296,ОЛИ,18,0.00454,0.45386
1297,ОЛО,10,0.00252,0.25214
1298,ОЛУ,1,0.00025,0.02521
1299,ОЛЯ,4,0.00101,0.10086
1300,ОМІ,3,0.00076,0.07564
1301,ОМА,5,0.00126,0.12607
1302,ОМВ,2,0.0005,0.05043
1303,ОМД,2,0.0005,0.05043
1304,ОМЕ,2,0.0005,0.05043
1305,ОМЗ,3,0.00076,0.07564
1306,ОМИ,1,0.00025,0.02521
1307,ОМН,1,0.00025,0.02521
1308,ОМО,1,0.00025,0.02521
1309,ОМП,1,0.00025,0.02521
1310,ОМС,1,0.00025,0.02521
1311,ОМУ,5,0.00126,0.12607
1312,ОМЧ,1,0.00025,0.02521
1313,ОНІ,3,0.00076,0.07564
1314,ОНА,17,0.00429,0.42864
1315,ОНЕ,2,0.0005,0.05043
1316,ОНИ,1,0.00025,0.02521
1317,ОНН,1,0.00025,0.02521
1318,ОНУ,2,0.0005,0.05043
1319,ОНЬ,1,0.00025,0.02521
1320,ОПІ,2,0.0005,0.05043
1321,ОПА,2,0.0005,0.05043
1322,ОПЕ,1,0.00025,0.02521
1323,ОПИ,5,0.00126,0.12607
1324,ОПЛ,1,0.00025,0.02521
1325,ОПО,2,0.0005,0.05043
1326,ОПР,4,0.00101,0.10086
1327,ОРІ,2,0.0005,0.05043
1328,ОРА,1,0.00025,0.02521
1329,ОРГ,1,0.00025,0.02521
1330,ОРИ,5,0.00126,0.12607
1331,ОРО,6,0.00151,0.15129
1332,ОРУ,1,0.00025,0.02521
1333,ОРЧ,1,0.00025,0.02521
1334,ОСА,1,0.00025,0.02521
1335,ОСВ,2,0.0005,0.05043
1336,ОСК,1,0.00025,0.02521
1337,ОСЛ,1,0.00025,0.02521
1338,ОСМ,1,0.00025,0.02521
1339,ОСН,1,0.00025,0.02521
1340,ОСП,2,0.0005,0.05043
1341,ОСТ,9,0.00227,0.22693
1342,ОСХ,1,0.00025,0.02521
1343,ОСЬ,4,0.00101,0.10086
1344,ОСЯ,3,0.00076,0.07564
1345,ОТІ,8,0.00202,0.20171
1346,ОТА,8,0.00202,0.20171
1347,ОТБ,1,0.00025,0.02521
1348,ОТЕ,1,0.00025,0.02521
1349,ОТИ,9,0.00227,0.22693
1350,ОТЛ,1,0.00025,0.02521
1351,ОТО,3,0.00076,0.07564
1352,ОТР,2,0.0005,0.05043
1353,ОТУ,1,0.00025,0.02521
1354,ОУН,1,0.00025,0.02521
1355,ОУС,1,0.00025,0.02521
1356,ОХБ,1,0.00025,0.02521
1357,ОХИ,3,0.00076,0.07564
1358,ОХО,2,0.0005,0.05043
1359,ОЦЕ,3,0.00076,0.07564
1360,ОЧА,3,0.00076,0.07564
1361,ОЧБ,1,0.00025,0.02521
1362,ОЧВ,1,0.00025,0.02521
1363,ОЧЕ,1,0.00025,0.02521
1364,ОЧЗ,1,0.00025,0.02521
1365,ОЧИ,1,0.00025,0.02521
1366,ОЧК,3,0.00076,0.07564
1367,ОЧО,1,0.00025,0.02521
1368,ОЧУ,2,0.0005,0.05043
1369,ОШУ,1,0.00025,0.02521
1370,ОЩЕ,2,0.0005,0.05043
1371,ОЩО,1,0.00025,0.02521
1372,ОЮІ,1,0.00025,0.02521
1373,ОЮЇ,1,0.00025,0.02521
1374,ОЮА,2,0.0005,0.05043
1375,ОЮВ,1,0.00025,0.02521
